,eda+bvp_XAp0,eda+bvp_XAp1,eda+bvp_XAp2,eda+bvp_XCond1,eda+bvp_XCond2,eda+bvp_XDist,eda+bvp_XFuzz1,eda+bvp_XFuzz2,eda+bvp_XK2_1,eda+bvp_XK2_2,eda+bvp_XPermEn,eda+bvp_XSamp0,eda+bvp_XSamp1,eda+bvp_XSamp2,eda+bvp_XSpec
0,1.1197138748790807,-0.06682605645276764,-0.07820800929055459,1.045146314836143,0.9724388491096521,0.7575885636578386,3.9623512762869018,12.553140279395986,1.9694448483329745,,0.6713451011121618,2.237005447348064,1.5606973010507839,0.924001253845195,0.9285850331793369
1,0.4812738686563051,-0.02773474310946622,-0.03322661358699909,1.3647166754257385,1.3333838861416598,0.8428549750013158,4.5799189061126535,6.642382665447891,2.0113947927725144,1.43843468737226,0.6727386042041725,2.2506253540633345,1.8929094523495378,1.5669366563941252,0.9059457705481135
2,0.6631434465435825,-0.050440209205149945,-0.03047598498256532,1.0570397261066835,1.0096528046918518,0.7493946016910816,3.8672330613115418,2.955812304391533,1.9317667435655144,1.4716779796981287,0.6528756675646988,2.047942874620465,1.552925702170758,1.356225950377003,0.843913354420755
3,0.5940178923640543,-0.06516340817184095,-0.03798966788029381,0.6610285846388092,0.6336653764466535,0.5089428221204563,4.054779797164012,2.282392151270912,1.6946836448900788,2.3181699640129168,0.676637947632344,1.7323591259466073,1.3912065191172684,1.110807561761928,0.6973805167942021
4,0.387499971250336,-0.03209693400262904,-0.023444728543252445,1.2362095878203228,1.174762911748373,0.8046881810842327,3.900568500867547,6.747744959795396,1.5137665717094502,1.5997289248741993,0.6652988471865258,2.1365058423015135,1.3722767500405793,1.5085416899049595,0.9190939597117687
5,0.7383660317523477,-0.08269619234430278,-0.03609567307236508,1.210043942105647,1.165749025059673,0.7718662503966123,4.218047248621156,8.88425657729251,2.050036533763287,1.5733344013684931,0.6740851607140061,2.125369140235791,1.7916664070158992,0.8677930781108719,0.8987297418351882
6,0.3603230413213893,-0.0343697637091154,-0.014583122023392295,1.2711687464436965,1.1447392194176027,0.8222339107427845,4.292035426318977,50.125081111739306,1.5415109919741015,,0.663668482632973,1.9646853043816475,1.4183447733250591,3.2883364232112005,0.8551060171280872
7,0.4852919539278928,-0.026416448843330838,-0.02285800005453599,1.3056980370338538,1.3123848653953332,0.8613838441007069,5.44021962211231,20.110662543825768,1.95408291884761,,0.6602640781246099,2.147006861175602,1.7490334397459344,6.412912359722756,0.6276743336542605
8,0.4115522757277876,-0.008923855942655011,-0.034975053468308995,1.2928744509857113,1.2539017314164946,0.8624066078464274,3.9077923916524866,4.071977232951687,3.3038893803393647,,0.6180765742263259,2.3865707490671384,3.1074911946069936,inf,0.8662658231669532
9,0.30825008379114227,-0.048051808416896075,-0.0002067512534513868,1.3335355349704232,1.3178821399831753,0.8695602053428797,4.238403724793201,13.770532942214933,1.951342194144898,1.0952622017828277,0.6468212168108125,1.9573419100177334,1.4542425645309092,1.2036360472929506,0.7011198671550786
10,0.43913973931683126,-0.06972431599698672,-0.009320837080042901,1.3161523883285484,1.297892568192623,0.8711035908216189,4.435544394196002,31.990368406354783,2.0211038624044253,1.7889666406464109,0.6727386042041725,1.8870229834545682,1.9246520481392957,1.8987964312131338,0.7149830735778462
11,0.35713771839910236,-0.052644402465884664,8.588238096407519e-06,1.3903628418541187,1.3835594129617534,0.8999346954666112,4.5445490585332005,19.60552503452002,1.4335959235919336,1.0786469218904988,0.6619902821573977,1.8671297762528316,1.280718212038048,0.9673797848476451,0.7836343913504661
12,0.10715108523416597,-0.0070958814111559045,-4.400340669895482e-05,1.3837257823466604,1.3771011506727064,0.8629781677730954,6.35103414240313,161.50275642807716,2.2295448245855316,,0.62595550513784,1.8728972206876942,1.9458378503168947,2.3577212614532264,0.6289425125844289
13,0.08612049415229404,-8.545952295295131e-06,-0.000638183675372871,1.2844841647697922,1.1968976750425662,0.8046026579993044,4.676884831387355,13.346217316056272,1.8263800083245403,,0.6668815377411301,2.0997349560589624,1.5512066587145819,5.117566004923599,0.6129396411194646
14,0.20936993648584884,0.019903746552367166,0.0003740378922413856,1.140389197746929,1.1136976165336767,0.7944299186737507,3.726055284613834,3.7662399210920054,0.9764676820462317,0.7356854214862375,0.6038851895711802,1.255422056293341,0.8391556840827357,0.39299913796780256,0.4613263795437786
15,0.32947096420259286,-0.04739906761951394,6.59798579737917e-06,1.3484364384268037,1.3342021653010236,0.8240534252152678,4.570011241562643,38.23266869620076,1.8235118877738106,1.9425600621700312,0.6207552362147116,1.9310215365615626,1.8014615550345057,1.791759469228055,0.49918489843058755
16,0.2702285995562387,-0.018638438517179425,-0.014135702210071127,1.2759083969544482,1.2680690433682902,0.8399759466806133,5.379011495577364,165.53747901467844,2.5188038977088025,,0.648888643467878,2.0027274446121313,1.9652781955669514,1.8155418029459809,0.7183051774152668
17,0.36214541444720033,-0.040705182242285906,-0.008788024398831473,1.5118208266258524,1.5072185591623941,0.9218157400836378,4.74011894337463,67.66431484552109,2.6761777387465973,,0.6528756675646988,2.182237447527971,2.5946441161420593,inf,0.5424879489516019
18,0.7818078111197856,-0.07275424674129707,-0.03682793391922676,1.3460106869153723,1.3109768932153338,0.7924634554294976,3.9040363970732086,28.497781069668324,1.8952472979222699,7.231078018152879,0.6097226960127671,2.26786165693566,1.7185257637813485,3.3103036644220825,0.47926229258709996
19,0.7050994159658008,-0.11670163168595729,-0.050171896759282235,1.2900609580261946,1.277958758132105,0.8349011262314792,4.099949489321529,7.890106980794651,2.481793913421467,,0.6357360191111145,1.8373846472543305,2.1418471078672656,inf,0.6840232378993725
