,tempbvp_correlation
128,-0.08219055996292075
129,-0.03493577336747626
130,-0.00438748155956647
131,0.044039249765642934
132,0.00014492511887970855
133,-0.06237671592266763
134,-0.024301759309840486
135,-0.05653307276706829
136,0.04330179466626281
137,0.005591166844452367
138,0.03361043490687755
139,-0.03256814780845634
140,-0.009422202671308461
141,0.025143734638575548
142,0.021216753185946076
143,-0.00483634655576363
144,-0.01326345490812738
145,-0.030039282520620613
146,-0.005302298148862948
147,-0.0017278885780858554
148,-0.00038877530816026337
149,0.00403969714792436
150,-0.04296845223050866
151,-0.003683901859359907
152,-0.009256256794811174
153,-0.0037605368278875928
154,0.014664366087149005
155,0.07830782789351616
156,0.025066137442638692
157,0.03258124359099193
158,0.0038320902792812117
159,-0.011815520717697935
160,0.005956607631370076
161,-0.001274966642895538
162,-0.014106231905603043
163,-0.00016988223213649012
164,-0.0035949297042498106
165,0.01486515507136629
166,0.034622255859291094
167,-0.02802460238116363
168,-0.003448794437388055
169,0.00545018680212005
170,0.028504593072254513
171,0.009011106549625659
172,0.021709792010237355
173,-0.03485063392157018
174,0.0398061113949182
175,0.02980756037063933
176,0.004096727891305888
177,-0.00913803505080011
178,0.015577221563315813
179,0.007135553367254465
180,0.005566527655455035
181,0.08029996689777849
182,0.11251317582974081
183,-0.01843703072890985
184,-0.03943424833364171
185,0.0003577047724372783
186,-0.060142258113760276
187,-0.014904060924463605
188,-0.01330464017499183
189,-0.009302382153168455
190,-0.002510114785312184
191,0.027313394744817848
192,-0.006022381420484472
193,-0.027357114657541957
194,0.006405903074390835
195,0.019711930950042617
196,0.012112754466298106
197,0.015501599827812986
198,-0.020058184299486085
199,0.005804759799797808
200,0.00040102558509604356
201,-0.020997666307497557
202,-0.1466813941807182
203,-0.016452005716363818
204,-0.022938812146947197
205,0.024214712680991516
206,-0.003515570933217257
207,-0.022812068849941712
208,-0.04616658433150057
209,0.02079093437522808
210,-0.011145596361477973
211,-0.0063999245099675825
212,0.010822814527976838
213,0.01289849489391022
214,0.00471004760341697
215,-0.005542809759751634
216,-0.014146634108739266
217,-0.06520568699028881
218,0.020379308053995605
219,-0.027643484632592714
220,0.02167311463195972
221,-0.00030815905274123224
222,0.006292404138765785
223,0.003327947025409432
224,0.003970984426197549
225,0.005244696017821308
226,0.03384585247860085
227,-0.014885283363124224
228,0.04450575595280972
229,0.008057573641321305
230,-0.009767736760863715
231,-0.008047292428503664
232,-0.04529954310310791
233,-0.0011107449065136073
234,-0.09668718112208322
235,0.001955813277905165
236,-0.06956023124944184
237,0.004429678042555066
238,0.0009372658169069358
239,-0.007802917885292119
240,0.034784067494013846
241,0.040263654169395285
242,0.014375792700782004
243,0.058290221094822035
244,0.015399342278676932
245,-0.023673299144722115
246,-0.00022120215310563281
247,0.005557228329385178
248,0.00030741926531864674
249,0.018057212049137322
250,-0.004955351805366647
251,-0.01865716143101237
252,-0.01783937457157405
253,0.08307481025301214
254,-0.020066587622505523
255,0.018001230500290243
256,-0.07380792327417479
257,0.03370021544011054
258,-0.0007832158959679284
259,-0.0026888649653743035
260,-0.011652352632376094
261,0.05422872477631003
262,0.013777841934519785
263,-0.04170022781478335
264,-0.005184827130769872
265,0.0032127281130126233
266,0.0018913305295529378
267,-0.004733313146238189
268,0.003176746461938111
269,0.0038168805097718883
270,0.0013593798558730404
271,0.04573980662720826
272,-0.00872435641797797
273,-0.04358025293439378
274,-0.011960772858150028
275,0.04420067805650847
276,0.016257470901492703
277,0.049970699640448375
278,0.009101845882120714
279,-0.0015275090363015844
280,0.007184985288589113
281,-0.014946739416670152
282,0.009413310771858118
283,-0.020639601012098836
284,0.009556794371366778
285,0.008710812426585038
286,0.015089774239653773
287,0.011351512243586166
288,-0.010892666539012294
289,0.000486968354026813
290,-0.005290912460068912
291,-0.026679150413090342
292,-0.03232661016869623
293,-0.018286474351899507
294,-0.00941167142477862
295,0.0027025557128515097
296,0.05767921582917418
297,0.021923265266797994
298,-0.008140384761997112
299,-0.046680879307035746
300,-0.041991209420782494
301,-0.020662102801262704
302,-0.011550509300576913
303,-0.045343253792158034
304,-0.005082320330603135
305,0.014540316357391886
306,-0.03932169960083442
307,0.006841769366347451
308,0.056706415809012846
309,-0.01879299247112455
310,0.011055606335832626
311,-0.015841129153466423
312,-0.012156975075758433
313,0.016012176584130036
314,0.001856929603347039
315,-0.01652278781320887
316,0.07828446394708387
317,0.0006669078018994678
318,0.007798388402372987
319,-0.012970299114101295
320,-0.0009030136223719795
321,0.004574861818328727
322,0.01346450100405343
323,0.03999323180314458
324,0.0010712326662795982
325,-0.039811016533243274
326,0.012865382397473205
327,-0.09569177603022289
328,0.01720918262608446
329,-0.004971095191628802
330,0.09461067835534287
331,0.0002220174953763024
332,0.0026475613396625504
333,-0.011811715301345251
334,0.055716387005552495
335,0.03274629666974328
336,0.043057665252822126
337,0.030307304325793944
338,-0.030258323143722163
339,0.01717916469751455
340,-0.010417820266223602
341,0.016923787944730914
342,0.00964454530475071
343,-0.0180779365118537
344,0.03718825084596782
345,0.06505680981687048
346,-0.004478280827096888
347,-0.003190811918630001
348,0.10114750059374816
349,0.024777638898833176
350,-0.021337821999017386
351,0.05121492931524391
352,0.021006593005296382
353,-0.01473714739557818
354,0.01953201795009816
355,-0.00959063126769436
356,-0.0020687072981467004
357,0.0723159651672558
358,-0.0554455691147497
359,0.01998675540117783
360,0.04777990011835943
361,-0.08045625263742756
362,0.046385422081042633
363,0.01796066624598932
364,-0.041779270991582046
365,-0.08564146993314382
366,0.026120846712990805
367,0.02991904876038656
368,0.04027928757693797
369,0.04008147397641499
370,-0.05952247537884873
371,0.007640461620291424
372,0.032226384357116056
373,0.10934004237489371
374,0.12369659218874203
375,-0.045093636625184313
376,0.002703864834514031
377,-0.03372784540187499
378,0.010019144199253411
379,-0.021629846138418445
380,-0.030432359079199216
381,-0.08492127577079575
382,-0.05620256614836449
383,-0.06539909731083351
384,0.04420430336106681
385,0.013026535394438772
386,-0.036854050494418006
387,0.030231358416676953
388,0.07346361645143792
389,-0.0041793751649505115
390,0.07666397985492447
391,-0.034446922494092286
392,0.04278011745053073
393,0.028566387616770432
394,-0.06782907764694035
395,-0.01823695314445488
396,0.054281265779147166
397,-0.02381826280284857
398,0.037514607774119385
399,0.011048612368518163
400,0.009742134064136479
401,0.008524710418577811
402,0.08685931980310936
403,-0.017241979381202362
404,0.026148179809258622
405,0.013290499495915969
406,0.07804142728392464
407,0.01757034261924858
408,0.08598196165415503
409,-0.013738033974002223
410,-0.020653713969177857
411,-0.04007815354172702
412,0.040251480911836175
413,-0.030359105861688728
414,0.008333186657707646
415,0.028468139774389615
416,-0.046671096939583774
417,-0.05190020077845467
418,0.018204706992916656
419,0.07090395801849474
420,-0.03027272606552571
421,-0.006494617992666601
422,0.004630514799731399
423,-0.036534115856040564
424,0.02022173042036348
425,-0.002511386492811146
426,0.03283859683126506
427,0.04757073557117698
428,0.037184877915137145
429,0.023861034582784817
430,-0.031299809173584624
431,-0.013761752528059128
432,0.010864160312349517
433,0.030543861426651397
434,-0.004748616558264753
435,0.027521665023966264
436,0.009753938615058329
437,0.0313939327662979
438,-0.010181070535989456
439,0.0014604831083359804
440,-0.013823569362069684
441,-0.0038965179843359005
442,-0.031717050002861874
443,0.005362510666368041
444,0.01825947187782724
445,0.00874596389473624
446,0.020003297640515574
447,-0.00039236548948282546
448,0.0005637835805033278
449,0.01614506749300927
450,0.026673724860278303
451,-0.01749170832515593
452,0.00033437131440604035
453,-0.0014629307576767318
454,0.005440713361302962
455,0.004377548641938007
456,0.0037892285331497123
457,-0.014290720316549913
458,0.03075271922009151
459,0.014975597747999779
460,-0.007676898712226688
461,-0.020514683194739928
462,0.012322961831661402
463,-0.008374787402690416
464,-0.0082056400553511
465,0.01004287725334972
466,0.004844310468973021
467,0.019456724388468023
468,0.00895609727138759
469,0.036115875572491074
470,-0.043621705402736834
471,-0.010932118539345548
472,0.0023159662885599685
473,0.08787049746430456
474,0.01765737355473115
475,-0.049773460653086715
476,0.014619623090984472
477,0.06515920533778745
478,-0.017042333061980646
479,0.0075975561439452785
480,-0.021646145687217296
481,
482,-0.07090696875592482
483,0.04168456662071851
484,0.011238650889355868
485,-0.0037321540593576686
486,0.04210499734071413
487,0.02654529931498382
488,-0.012775579369179378
489,-0.003217432500035441
490,-0.025797389111466198
491,0.06649365240269779
492,0.0178626268438638
493,0.017551843667367464
494,0.010115265064216672
495,-0.035092852439096996
496,0.013209527479658712
497,0.018377214097467398
498,0.022546862459515944
499,0.01466398138508691
500,-0.0014472066522892666
501,0.003206460682937443
502,-0.002553357251688675
503,-0.012619913714585498
504,-0.03625848528026708
505,0.006984224970682501
506,0.004435388061166066
507,0.000431493819513774
508,0.011108674598239858
509,-0.003395616159051788
510,0.006765557473820019
511,0.014167847988521895
512,-0.004353911258925583
513,0.03312958741505188
514,0.048986789955929866
515,-0.06606252475160196
516,-0.0391222190159674
517,0.016403314535919793
518,0.016731013957515285
519,0.06128956387242833
520,-0.0061514375206600325
521,0.025665907765485673
522,0.005122006999348539
523,-0.008532236513121773
524,0.0021459073181593112
525,-0.014702143841263568
526,0.08085663027472899
527,-0.07501387691570802
528,-0.029995849908357537
529,-0.013305190338686471
530,0.0044611182523127055
531,0.019774960741826338
532,0.005527504625981481
533,-0.001924996255349206
534,0.02668133790654374
535,-0.009905823771929794
536,-0.008701294223561647
537,-0.0028382249241682197
538,0.014814120131731346
539,-0.018602504033372835
540,-0.018321678281292043
541,-0.0076819838946370345
542,-0.0005732514103494418
543,0.06181239308911212
544,-0.028668646157315375
545,-0.003441204987453756
546,0.08486360730686276
547,0.132014172544175
548,0.01419500450299765
549,0.013039214194031326
550,0.0013401593141609423
551,0.0005000306913231623
552,0.019469998836542983
553,-0.02826852435416575
554,-0.029944000336667755
555,0.03880042102996607
556,-0.011804325350466481
557,-0.031075461914556863
558,0.02284296799085482
559,-0.02669993899787397
560,0.037109566989935415
561,-0.01132902978628291
562,-0.0037274844681258754
563,0.007310739331086837
564,-0.015738975346401847
565,0.0015773182746607985
566,0.015790997244339532
567,-0.010395944390117609
568,0.022016500681796534
569,0.01259501351696615
570,-0.012024010298241634
571,0.007034526421640949
572,-0.006426797554028731
573,0.016712283322727225
574,-0.018383261543350956
575,0.01538512581818572
576,-0.029558569987673287
577,-0.018765527194672692
578,-0.036697276149535885
579,0.015500884460298422
580,-0.024440643142638916
581,0.037815433864524725
582,-0.023137965179862188
583,-0.015492914297866577
584,-0.0687333547213134
585,0.014785039120860726
586,0.030896146756384493
587,-0.011109093050750099
588,-0.07051486614640065
589,0.00045850527952070314
590,-0.01709315019979696
591,0.028599254327822975
592,0.0020414451952070712
593,0.01682625244544849
594,0.019202308451776826
595,-0.044505794132031616
596,0.021212724395076005
597,0.01430259495692184
598,-0.04723923233040204
599,0.019073412703529094
600,-0.030119117850885616
601,-0.07809936456644472
602,-0.0011359295354197079
603,-0.030929197618770693
604,-0.04976839882920569
605,0.04757494673855893
606,0.024973907836298288
607,-0.022711595017815625
608,0.0555134977896342
609,-0.02065556230459109
610,0.07952331538930163
611,-0.05081178507053991
612,-0.008654836086323382
613,-0.018769218416205775
614,0.08108095020495537
615,-0.02754874347646837
616,0.029811808443311615
617,-0.017154400387401996
618,0.010363539872213364
619,-0.027020219941756653
620,0.06745534847333567
621,0.021068879148823324
622,0.0025186696107570034
623,0.014829035489882408
624,0.04603991212175621
625,-0.05761079754192729
626,-0.01668396425780485
627,-0.03264240009471499
628,-0.017415758667460757
629,-0.03914532060442753
630,0.06665721830748589
631,0.008854953242762153
632,-0.06669985336555923
633,0.05584119216194737
634,-0.07181140666639614
635,-0.05185149437093069
636,0.06167643698889467
637,0.06837075609739145
638,-0.023492375919583124
639,0.011831440025201178
640,0.03632542839079773
641,0.031097908784756025
642,0.02610979792619667
643,-0.03555769405324101
644,0.010037662994381646
645,0.006909286215471509
646,0.05611657164201686
647,-0.04317728089013325
648,-0.06707256661640479
649,0.027918016588613898
650,-0.023155189599218397
651,-0.0452993048887352
652,-0.13160967462644024
653,0.01636965143768231
654,-0.02165496589471906
655,0.04770965074343378
656,-0.08977346852233785
657,-0.044931425564731065
658,-0.017921054676319468
659,-0.03288654720271452
660,0.005508002636878544
661,0.04015686841967682
662,0.014182036892111614
663,-0.013637196178921706
664,0.036517897688000525
665,-0.06351252625534197
666,0.05790020062415344
667,-0.04743195979179639
668,0.1429078270783397
669,-0.05366677261085768
670,-0.032975720438182504
671,0.018400818355155918
672,0.009650685005468436
673,0.04566863515028156
674,-0.04829537119786886
675,0.017867962675013855
676,-0.0242456846858031
677,0.05840980746825754
678,-0.09239014058732772
679,0.03141311528250614
680,-0.04495603785039095
681,-0.055640524463036266
682,0.047218282404970995
683,0.007367941387844569
684,0.018401678514925624
685,-0.018587588807215394
686,0.015268078817220521
687,-0.01083170175892055
688,0.002838386381018102
689,-0.023772919312958482
690,0.00458397062031563
691,-0.0025366474740991024
692,0.013087989854019724
693,-0.008683092566562186
694,0.010060143328176483
695,-0.005624721970296723
696,0.07134441784265344
697,-0.034868233565236925
698,0.015608807897891104
699,-0.0407080962049847
700,0.0024755203288049595
701,0.03268082487062396
702,0.028161694596615758
703,0.012237200747584567
704,0.019996673894575226
705,-0.006993795658280238
706,0.0033105930730343842
707,0.028949877576570648
708,-0.002886531081353216
709,-0.0029570174539566784
710,-0.035996218598017486
711,0.028831902269501303
712,-0.0839720661720549
713,-0.07471410357643596
714,0.12173318690591046
715,0.0228270661329377
716,-0.023999741704511645
717,-0.013639221394291681
718,0.024405063389428234
719,-0.03853096844953022
720,-0.0026006681890577785
721,0.0073339750347171705
722,0.02208192648093869
723,-0.04213827292906907
724,0.021360985991384057
725,-0.00038998881383823093
726,-0.01755646683360538
727,0.011667649842585032
728,-0.039494459689884985
729,0.012475926710236548
730,-0.02542460605680848
731,0.01582543897266022
732,0.015002324899698195
733,-0.021029328060034585
734,0.009088097467775133
735,0.018503058251511335
736,-0.015104298001893196
737,0.01004968686786453
738,0.03773608615627743
739,0.037527686341467734
740,0.026823645874338435
741,-0.04072365025181732
742,0.002762685621585866
743,-0.033781496255892524
744,-0.005119225997659493
745,0.017504107240169528
746,0.01681969596573258
747,-0.02567187765410047
748,0.005953029420883832
749,-0.005198104291000726
750,0.05010898315773041
751,-0.01598503735923419
752,0.05071591306746904
753,0.005664350723768754
754,0.030244115369463875
755,0.053952914691643795
756,-0.01396657207554869
757,0.0004931359003713353
758,0.03035282507916983
759,0.011780795775296197
760,0.007187534396186945
761,-0.0016802434092560623
762,0.06429493918284476
763,-0.0027082274001834594
764,0.0021130571902314224
765,-0.021094896897989074
766,0.04195136077519512
767,-0.027264279856167233
768,0.09775252176464794
769,0.004505882322217444
770,0.002479434881916377
771,0.021477908999799185
772,-0.04134536906500887
773,-0.012844274882278328
774,0.03584668928230182
775,0.017923862955141798
776,-0.04148813482972339
777,-0.0008281526648151561
778,0.028942152858690617
779,0.005823046477075331
780,-0.022788012731575633
781,-0.002830041975292772
782,0.17065589431947167
783,-0.011464907267689759
784,0.054483943138273205
785,0.03869355173164255
786,0.0017026012106215978
787,-0.0034758853869899056
788,0.03898922374551387
789,-0.0624206895794365
790,0.015791144865608963
791,0.015000441280124923
792,0.011607204331004527
793,0.08353980744826965
794,-0.022768302802064825
795,-0.04591631346005476
796,0.07697217523101202
797,0.03548389096436139
798,-0.04716685347327855
799,0.04690081519967242
800,-0.02227231439937352
801,0.01660009287305616
802,0.014800815051401232
803,-0.004282370758444589
804,0.03268271594271466
805,-0.003964231902579304
806,0.012223972863433507
807,0.021540480670572095
808,0.006090338098339725
809,0.02089529764527447
810,0.03179271232556752
811,-0.13285993179939382
812,0.09058656690252503
813,0.12398743212107435
814,0.014225915718297944
815,-0.024505195270124517
816,-0.023700139314841856
817,-0.012038410500137897
818,-0.004782465112175936
819,-0.006771732471457777
820,-0.0093074849441451
821,0.0010265852454846777
822,-0.003627598527002513
823,0.005330641333414012
824,0.009089681413084173
825,-0.013214329812323337
826,0.027609544890154106
827,0.003502064345094153
828,-0.018566470117003762
829,0.02903341428361996
830,0.015977196898279967
831,0.014896201048974173
832,0.017506054714336663
833,0.003498495998190243
834,0.03325649350629751
835,-0.019160052371825304
836,-0.01129273590902088
837,0.01594030505661596
838,-0.001581326705975147
839,0.002527839440022592
840,0.03123879474380547
841,0.0013652386189733597
842,0.0016683196184587785
843,0.029680430996603557
844,0.001461338531143912
845,-0.06636850334118859
846,0.021620448003528418
847,0.004291643094103632
848,-0.0611637841720421
849,-0.02455983930163599
850,0.022821060964556373
851,0.015918139216845834
852,-0.0034988020104587624
853,-0.019603329795350226
854,0.00923218802380218
855,0.005378299778405347
856,-0.0027366336487242306
857,-0.020637141832482928
858,0.035719922484511536
859,0.022816195849524514
860,-0.019064756410102784
861,-0.017853858625099393
862,-0.015927577799193626
863,0.06428059219173501
864,0.019858029140408323
865,-0.0028969272770298007
866,-0.013214447850623106
867,-0.03512432282321706
868,-0.02819578650041376
869,0.033530838214792864
870,-0.044384672144768864
871,0.003646202312678609
872,-0.0013401751670224068
873,-0.012691818512598164
874,0.006700236702703702
875,-0.011570586668030023
876,-0.06540822227115448
877,-0.05721841778973971
878,-0.012987449410805601
879,-0.009780446693106392
880,-0.01772196399490024
881,-0.11416786540401262
882,-0.1054234105418421
883,-0.003267642372886089
884,0.039917597666617545
885,-0.044080419355696676
886,0.0030588088313235028
887,0.0339480451956933
888,-0.09871128832219311
889,0.03130480092779973
890,-0.03595069674002048
891,-0.004858783383712003
892,-0.03518410258655516
893,-0.013061812229698374
894,-0.03634177595038475
895,-0.018316342743691226
896,0.08358130445268487
897,0.033902644785103964
898,0.02681520662791051
899,0.041440960767658686
900,-0.00727673694636123
901,-0.008749351413957785
902,-0.07756300192146384
903,-0.033549517961075775
904,-0.0074489468502568585
905,-0.061638918004463805
906,-0.02856955589735516
907,0.05646790823333462
908,-0.03202844394800155
909,-0.05991779577529781
910,0.10691465045054403
911,0.036451913717582426
912,0.07878273957566069
913,0.11594704753454532
914,0.0351755778993533
915,0.04084308237681897
916,-0.01159040498930595
917,0.04707197244639397
918,-0.0010965117149384172
919,0.006477065904864773
920,-0.007892453830970168
921,0.026282510253426268
922,0.009333746823257374
923,0.016965534686070163
924,-0.0361689264810749
925,0.012761629433850973
926,-0.018241770197886992
927,-0.07041980263244259
928,0.032446962609760995
929,-0.05128702842018851
930,-0.013948323490333035
931,-0.032329775900543097
932,-0.020032888399565667
933,0.0012354163601846168
934,0.006017190826767966
935,0.010488709116918236
936,-0.01369954277430988
937,-0.011053123390547273
938,-0.02254179271359416
939,-0.008023122455771964
940,0.027494794631881918
941,0.012151237522962953
942,-0.012776740533454706
943,-0.0060812226771760295
944,-0.04413751428136805
945,0.023521369346936823
946,-0.0933948684826298
947,0.04525254870962506
948,0.015131972557574683
949,0.06295484296173225
950,-0.02866777507729568
951,-0.01341485818868682
952,0.007869722865020419
953,0.3452313495747291
954,-0.4023853970091513
955,-0.009073269580080503
956,-0.0295838929233457
957,0.005600030524750134
958,0.015046542828753968
959,0.012650184217386921
960,-0.027184924148092857
961,0.06220044391441756
962,-0.01187027506200362
963,0.001227455474065622
964,-0.017637500312212503
965,-0.013731251568946017
966,0.02017281211595041
967,-0.008431031259166907
968,0.026641303436694182
969,0.004030458863788072
970,0.08393113417911363
971,0.03048392366451618
972,0.009783611198673601
973,0.011671080353581175
974,0.005275515212340605
975,-0.022875890398645272
976,0.010156795901731222
977,-0.03562110900879076
978,-0.015439831229816785
979,-0.001698523375735007
980,-0.010815799042040082
981,0.0012812635483763447
982,-0.00673288771635848
983,-0.015754611214847412
984,-0.03726594792012545
985,-0.02195005163272174
986,0.0017101491582462677
987,-0.0037239272127224422
988,-0.002313322840699066
989,0.0022053917472719337
990,0.052972315157240595
991,-0.044773272862267136
992,0.04118301697145962
993,-0.02144262827002538
994,-0.00597631361204444
995,-0.0036941566845106423
996,0.005156258326559907
997,-0.003320383153234246
998,-0.027569483309806946
999,-0.026215832484092032
1000,-0.012054902323470718
1001,0.0059020259460412
1002,0.003137091495263083
1003,-0.036654514807759705
1004,0.01781626749944752
1005,-0.007993899085255732
1006,0.06905409384782828
1007,0.005260371889455007
1008,0.019166589012862174
1009,0.09406114587188587
1010,0.023130836759116247
1011,0.005912492638705821
1012,-0.06368506429016871
1013,0.0201496514008305
1014,-0.0169901347831196
1015,0.003360311653258958
1016,0.009561501008112478
1017,-0.008748589995095257
1018,-0.03297521494821958
1019,0.030746515020265333
1020,0.01944800521575183
1021,0.00032486647318246916
1022,-0.017096801478755683
1023,0.01566254245825625
1024,-0.010545540416813031
1025,0.017496553949234606
1026,-0.03208756848100408
1027,-0.024457630390871187
1028,0.005221912107956079
1029,0.007833587257570563
1030,-0.035614412408109496
1031,0.019737183087371456
1032,-0.04182408497684388
1033,-0.020301970207927865
1034,0.010097805056687186
1035,-0.027749887779747944
1036,0.04311123643602953
1037,-0.03663355544495606
1038,0.0445926061785218
1039,-0.0012604188758749892
1040,-0.06315586361724757
1041,-0.009499667012757302
1042,0.026010047475615392
1043,0.03164392211992031
1044,0.06933083104299026
1045,-0.017000095010823977
1046,0.047108424083534564
1047,-0.020305983877689334
1048,-0.08265111129389327
1049,-0.011940474246077045
1050,0.018028718933800602
1051,0.046569773542261834
1052,0.012952848428556804
1053,-6.190321304110108e-05
1054,-0.03149268805668388
1055,0.01374571373983514
1056,0.050028402952041126
1057,0.013596348623058196
1058,0.1332554655402356
1059,-0.010528254819048285
1060,-0.002461526698794718
1061,0.04369568242589776
1062,-0.09054517602359834
1063,0.01587675763533109
1064,0.06436784915617068
1065,0.01396198213866184
1066,-0.013969491338410675
1067,-0.04941656799961498
1068,-0.0007635361836130114
1069,-0.005402149881324986
1070,-0.02756610712278019
1071,0.06763817289720182
1072,0.037852336730969015
1073,-0.003416183615097512
1074,-0.0018608266320930687
1075,-0.004893515446335981
1076,-0.008613562272444867
1077,0.008451792004103738
1078,-0.015264587270984111
1079,-0.07112487937029302
1080,0.0033332295839124926
1081,0.0026331550521384232
1082,0.006392680637688587
1083,-0.021951549867416025
1084,-0.010704944320577947
1085,-0.042544717300195205
1086,-0.02711529620520682
1087,0.008518736400405557
1088,-0.06281677886549893
1089,-0.036730408995662614
1090,0.005940004892114337
1091,0.10452682012153552
1092,-0.014746575430000106
1093,-0.012910533404094822
1094,-0.026084609058870636
1095,0.023224881536856486
1096,0.010265018884456608
1097,0.005522767310185332
1098,-0.001755294984779979
1099,-0.011884408670526753
1100,-0.015219154636789991
1101,-0.00920815548275636
1102,0.022874240604060993
1103,-0.008944562422502586
1104,-0.016019126375520627
1105,0.0006827365864311909
1106,0.012011110959717805
1107,0.011970208111456805
1108,0.008215025034752426
1109,-0.002869791300899379
1110,0.01645377583833816
1111,0.013574118823890766
1112,-0.01397716460996709
1113,-0.07302994872148123
1114,0.029201233254993453
1115,-0.06270015041838436
1116,0.08221153819365158
1117,-0.06540251304734165
1118,0.04456841682503424
1119,0.003618084590400985
1120,0.048555491438304135
1121,0.029236260136604807
1122,-0.016054186144790747
1123,-0.013060836790801602
1124,0.029461317043452097
1125,0.01779156649149263
1126,-0.05156794255132819
1127,-0.03515833877962224
1128,-0.0004952352951412968
1129,-0.013538350438676856
1130,0.0011954107588441256
1131,-0.006858418008242394
1132,0.012953546217509193
1133,0.06363265673040817
1134,-0.0192728862109933
1135,-0.02235308118881625
1136,-0.0006710284846099603
1137,0.029424468637797734
1138,-0.07686918688198624
1139,-0.00799928812468909
1140,0.011925516509275388
1141,0.11121676702503501
1142,-0.03735806929475877
1143,-0.07120549973662871
1144,-0.053301513532846984
1145,0.06649157845826924
1146,-0.0587795329351649
1147,-0.06565184917928579
1148,-0.015710112605012126
1149,-0.01543386162792885
1150,0.05205069822520332
1151,-0.01443229381860927
1152,0.014935699519940037
1153,-0.04924081776667953
1154,0.04902889728702614
1155,0.007947514840951067
1156,0.01769614183276871
1157,-0.02136360707539914
1158,-0.09035891669496093
1159,0.02614111486433901
1160,-0.006749086235025367
1161,-0.05727917030811823
1162,-0.05904257809372749
1163,-0.06551569743719474
1164,0.03598819330413963
1165,0.032280902362310404
1166,0.018271608595278696
1167,0.005385327764994063
1168,0.042654480126949945
1169,0.017471944496183847
1170,-0.0771374679295814
1171,0.00783266409456875
1172,-0.08680314985363631
1173,0.05794335581248533
1174,-0.05084595342688528
1175,-0.02911832117783158
1176,0.014652924431660296
1177,-0.058137406200972165
1178,-0.012455028890577632
1179,0.05887526459632493
1180,-0.02653540768370591
1181,0.09446602691514422
1182,0.046740754997887816
1183,0.046204374016887165
1184,0.01733487200330457
1185,0.049230643278637624
1186,0.049288707424609356
1187,-0.03489872952206664
1188,0.07813504600222457
1189,-0.05463575723767069
1190,0.046139563255376416
1191,-0.03792818536086912
