,hr+temp_XAp0,hr+temp_XAp1,hr+temp_XAp2,hr+temp_XCond1,hr+temp_XCond2,hr+temp_XDist,hr+temp_XFuzz1,hr+temp_XFuzz2,hr+temp_XK2_1,hr+temp_XK2_2,hr+temp_XPermEn,hr+temp_XSamp0,hr+temp_XSamp1,hr+temp_XSamp2,hr+temp_XSpec
0,,0.0,0.0,1.314078886847449,0.9658330012634913,0.8337966503137137,0.03858129803639827,0.09017952635873684,,,0.41861278947482794,inf,,,0.16654927696902855
1,,0.0,0.0,1.5203471695787985,0.8722642128558165,0.9836384729499382,0.05409630123496492,0.15166023623023925,,,0.42445136339222655,inf,,,0.16396096938496235
2,,0.0,0.0,1.6379163223673998,1.0550837734123808,0.9177865405043897,0.2728976511550144,0.26611124229926675,,,0.36181263880445963,inf,,,0.16545847049917323
3,,0.0,0.0,1.5732476098271795,0.9373272754952819,0.5465899845442981,0.2955178162491169,0.1186835868977969,,,0.42445136339222655,inf,,,0.17584926783486093
4,,0.0,0.0,1.2559154243276884,0.7624478846928744,0.9597062377845866,0.01745862879192239,0.05272247665708896,,,0.44694259446804574,inf,,,0.1647194126706741
5,,0.0,0.0,1.7563741225015996,0.9744686094614907,0.8423875700034043,0.043052647216747036,0.11414649850600082,,,0.41268473150466,inf,,,0.16373016455868084
6,,0.0,0.0,1.382254110623908,0.6676121386169346,0.8754243862734263,0.027830147548025236,0.08019311158459634,,,0.3480560589391537,inf,,,0.16445381741258622
7,,0.0,0.0,1.6917636779218372,0.8466358634575704,0.9025413250605971,0.03590927761894571,0.10293335894992384,,,0.36181263880445963,inf,,,0.16189770359578973
8,,0.0,0.0,1.2290490519393984,0.9569963453103024,0.8431795403347578,0.022770513544694015,0.06555718930538265,,,0.3338418249889409,inf,,,0.16128346709459274
9,,0.0,0.0,1.4227960004194053,0.7608030060035799,0.9105025817070347,0.09204532006108514,0.1884557000835945,,,0.30393309777884125,inf,,,0.15684134821467904
10,,0.0,0.0,1.6919696759949083,0.8503291564352526,0.8214323941183349,0.002025611467167774,0.00569842647700778,,,0.4302020962658841,inf,,,0.1632567891754689
11,,0.0,0.0,1.736625988022118,0.6875424290483532,0.9461222467608376,0.0007264198975463767,0.0021290753122192724,,,0.38163879478178075,inf,,,0.16341684269256854
12,,0.0,0.0,1.6058009147769308,0.9084729408951177,0.916757976568188,0.000538428483993202,0.0014976532978015298,,,0.42445136339222655,inf,,,0.1635441326782678
13,,0.0,0.0,1.612048363416747,0.9085955915128621,0.9324467693229308,0.0005470311468027572,0.00139368656613854,,,0.44144624493110796,inf,,,0.16335525801114734
14,,0.0,0.0,1.6882857331793772,1.3257228043084417,0.8448808441352321,0.0006424747632376239,0.0018561283528268574,,,0.41268473150466,inf,,,0.16321362956693058
15,,0.0,0.0,1.4851856284281262,1.2740568118182274,0.7538334414728418,0.007679067654410401,0.020982788965515857,,,0.38163879478178075,inf,,,0.16511450275520173
