,hrtemp_correlation
380,0.5594405744193839
381,0.7539624804229919
382,0.590484067730773
383,0.45728522335255894
384,0.11723922867611004
385,0.11667573302559832
386,0.004961056087507542
387,0.6127088501322226
388,0.1875791217507665
389,0.36606427523269297
390,-0.07352033019116637
391,-0.09162785505731322
392,0.1864729488411114
393,-0.5775827809323678
394,0.30142864541491865
395,-0.2660199691173753
396,-0.3238324908120634
397,-0.2522644556155366
398,0.19724235658185527
399,0.0019659867295262977
400,-0.09928802007032922
401,0.3464301301891744
402,-0.00926977995342309
403,0.5418160709228048
404,0.4318887386875167
405,-0.02404621378058954
406,0.01537592053080476
407,-0.11055637680222843
408,0.4020163151143901
409,0.1167864217201125
410,0.2203528200293039
411,0.3956683281139973
412,0.24251980284087526
413,-0.2114518002847349
414,0.029366167723247266
415,0.2853727274904522
416,0.015717148339651373
417,-0.3048735991408437
418,-0.22138514797282072
419,-0.2937209962162153
420,-0.28030492544467134
421,0.2320214800892265
422,0.47155791066913233
423,0.049677906100391134
424,0.011786676380385754
425,0.49092863096580747
426,0.07027384457070984
427,0.5688393796697148
428,0.6467122803959884
429,-0.4004371227791521
430,0.020807032422548836
431,-0.6276679007703057
432,0.10941666593586748
433,0.6029591384770482
434,-0.6166445065494349
435,0.6373412707360412
436,0.24768525752094267
437,0.08552815040819091
438,0.0629990072843417
439,-0.35277488548865155
440,-0.5261881407802099
441,0.04963189798478861
442,0.2498271497631821
443,0.7382366773074563
444,-0.02745651455678419
445,-0.11249916785173995
446,0.030191628941501646
447,-0.31248529791078344
448,0.11235084705542778
449,0.4268596415780727
450,-0.5151019455915626
451,0.2570705433104003
452,-0.007274507067257803
453,-0.04613777743882258
454,0.6993239933696309
455,0.46748392745759115
456,0.48657618181107126
457,-0.5060890205745666
458,0.41573518356038797
459,0.3980256536401793
460,-0.12738729235131985
461,0.18603866642914962
462,-0.020190923931098486
463,0.13551653353881865
464,-0.3717445179894866
465,0.5320172175988476
466,-0.6975514415309205
467,0.4484644093568036
468,-0.39429186523763876
469,-0.23593714209396907
470,-0.00873133671367952
471,0.4771898462719397
472,-0.6798630890658363
473,-0.2000476231931677
474,0.42900969402154704
475,0.3840769372281733
476,0.2058711059210208
477,-0.27184468810098616
478,0.22481820528688343
479,-0.3767532248584535
480,-0.07740995732589184
481,
482,0.1284275784499262
483,-0.19514028902370473
484,0.23167214129171013
485,0.5921989416605775
486,-0.09117502294182309
487,-0.45904511481325155
488,0.49984571210764256
489,0.8174744596780212
490,-0.30694292617302127
491,0.018443424853321264
492,-0.08184198026968502
493,0.4435602103552685
494,0.3792136120907406
495,-0.263962570111779
496,0.5790626024072553
497,0.4563012450942189
498,0.5935247495480606
499,0.49496250652296325
500,-0.32532047054630586
501,0.08404710077160843
502,0.21556340936640664
503,-0.23920635457567235
504,-0.26224870573378944
505,-0.11272453102662576
506,-0.14318497942948905
507,-0.24766958941790543
508,-0.21121372454644644
509,-0.7504056647525256
510,-0.6711064011382449
511,-0.05708432299874273
512,0.2608471920651482
513,0.15571966941394327
514,0.1934052279331198
515,-0.36483386255614614
516,-0.29758114958706683
517,0.3538423239012724
518,-0.830566816867992
519,-0.6011235967012963
520,0.30125588925363705
521,-0.5612889788253362
522,-0.7956154948346054
523,-0.1161854666098196
524,-0.19515742464346567
525,0.07923595995205236
526,0.07238002204763264
527,-0.14923400383729352
528,0.3301696923988948
529,0.4842612902643736
530,-0.32703664217571027
531,0.5043362747601406
532,-0.19440259631911216
533,0.019572057000160657
534,-0.4020745464368786
535,-0.4727622642978291
536,-0.052208443043288665
537,0.27397124031848924
538,-0.09695037934055814
539,-0.16858123484703427
540,-0.6340044193040549
541,0.5011264218007925
542,0.43003313689931794
543,-0.5249135462989721
544,-0.11695994535201844
545,0.05292805321160068
546,-0.14110081566519406
547,-0.14524422418976707
548,0.44863333997683025
549,0.022594089238083856
550,0.4201284651401781
551,-0.6733872094796755
552,0.24998900887633896
553,0.5550807298391761
554,-0.7951353614073837
555,0.09967595712602186
556,-0.18343036364832996
557,0.3324463242513871
558,0.11562034556412187
559,0.6268635342640456
560,0.21956554077270796
561,-0.5565778772312752
562,0.8167021472529741
563,-0.1832928515149073
564,0.34006238994428933
565,-0.10699613210203539
566,-0.1894646938123946
567,-0.14513105950196803
568,0.11802099516730546
569,-0.08168196851517076
570,-0.8834217079202878
571,-0.3684331400877029
572,0.0906839814784155
573,0.12287452245861653
574,0.11402970561697437
575,0.5647455428601145
576,0.4010655566457337
577,-0.6509025930170438
578,0.19452716155880712
579,-0.804041182971925
580,0.25624349973073324
581,0.40603050230396637
582,-0.4153916098267214
583,0.030094706098757355
584,-0.324413764333403
585,0.06074182526650854
586,-0.07332573222813474
587,0.18960368612693965
588,0.05800808951097009
589,0.05487041518003463
590,0.21941857008536855
591,-0.2781625309914914
592,-0.6394983220283237
593,0.21568072910853256
594,-0.2650785235454155
595,-0.5555829901589384
596,-0.7069116134120802
597,-0.12214414014282265
598,0.6854207873181192
599,0.6335337625643691
600,-0.5897731590501026
601,-0.7905842279281448
602,0.5951794088424232
603,-0.14347228378458587
604,0.2025047165749609
605,0.7001581701850786
606,0.39512203339082597
607,-0.6796657845844712
608,-0.3651636592117008
609,0.6381532744545201
610,0.7023707661091532
611,-0.3464945798956187
612,-0.11499017779916787
613,-0.16450305336602028
614,0.09774696362381417
615,0.08605689979787308
616,-0.09318958871835416
617,0.5747604570615853
618,0.5163041667822896
619,0.09200602035464867
620,0.12972262462957815
621,0.6213550161379229
622,-0.05318753979811733
623,0.7022955438591013
624,0.8430051889855201
625,-0.1803775532870984
626,-0.014914476400133958
627,0.49151811993656436
628,-0.581098985232885
629,-0.7492557679577366
630,-0.25066027460747825
631,0.4147892777685077
632,-0.4221464086920655
633,0.2505723946790375
634,-0.16597994601709912
635,-0.4198921828832679
636,0.5451816810725175
637,0.5547771161041689
638,0.18429499360381224
639,0.5925528152108324
640,-0.5358336550366385
641,-0.1318218128374374
642,0.8128788547952341
643,0.15453812795457267
644,-0.049516008531188614
645,0.14224182379676756
646,0.06080584756935185
647,-0.05246490510041198
648,-0.36268134056218426
649,0.034210030207582835
650,0.14623863031879472
651,-0.21953999292488227
652,0.07845578872186576
653,-0.22102981794252635
654,0.014679042830477142
655,0.4802544088571432
656,-0.1993386298227913
657,0.3978889064527903
658,0.34745676356525257
659,-0.9007844046787405
660,0.4072540173570833
661,-0.8449168795521594
662,-0.2569761526408916
663,-0.8113784692302023
664,-0.3478343584162789
665,-0.1790973191560839
666,-0.17675927658741633
667,-0.529645022168501
668,0.21464150455427644
669,-0.40657965991830664
670,-0.8486143890772286
671,0.15770075464050756
672,-0.32904442183343413
673,-0.19719537694803588
674,-0.19411748283076494
675,-0.17327087067200414
676,0.05368265335932999
677,0.047440256935067794
678,-0.5979297689921613
679,-0.8250288912704518
680,-0.6014946335700053
681,0.4975348293889984
682,-0.5969852161042715
683,-0.4937896054526027
684,0.6043295514792199
685,0.02868324639739597
686,-0.3441869138992144
687,0.7621868371590814
688,-0.2708050472069098
689,0.08888591240263452
690,-0.4024241269232848
691,0.39774211986883506
692,0.04235826623862945
693,0.1292092298493289
694,0.14876820714147085
695,-0.5431810411450164
696,0.45033962395123145
697,0.6292597696887264
698,-0.3473773102890498
699,0.292740234650932
700,0.7277374987045704
701,-0.5291225831657353
702,0.23961938112314224
703,-0.14867692771212887
704,-0.19277912061762092
705,-0.816996769651169
706,-0.015485128893986948
707,0.1308841333658093
708,-0.3484764364424109
709,-0.2615653700408241
710,0.26508630868496347
711,-0.44148577026194497
712,-0.1690884288660258
713,-0.028747534281390305
714,0.4859213064402787
715,0.1398866215650684
716,0.068594500755971
717,-0.22473523059265424
718,-0.23182983592512693
719,0.30221285923249913
720,0.2214215551158503
721,0.1450843101287741
722,0.3193288239783787
723,0.5729073902219052
724,0.12533635017929318
725,0.18572829800134077
726,-0.46514771354864093
727,-0.4721074382721211
728,0.3159809342089227
729,0.34104130532155996
730,-0.05392329629800802
731,0.1363693852640763
732,-0.7350104928902031
733,-0.6528294724344819
734,-0.6794849369839658
735,-0.02149745958281011
736,0.5562290551006639
737,0.21453394176522447
738,-0.26542595816790093
739,0.6463973921223503
740,0.2948974847725149
741,0.23113631727291542
742,-0.31170585494661796
743,0.6364539382276969
744,-0.332979994434902
745,-0.4225116024263893
746,0.24772106564750437
747,0.7928542617629887
748,-0.25726131152557113
749,-0.21632349624378472
750,0.3000099408156341
751,-0.33489840611580596
752,0.33074302646034764
753,0.780343554266733
754,0.4868222072861993
755,0.43526657102537003
756,0.6163542758216726
757,-0.27019874705287955
758,0.24711543028686755
759,-0.2908266992138717
760,-0.40298525037333544
761,0.24248501940197692
762,-0.5598305632560205
763,0.37276032469194015
764,0.2651742565257283
765,0.39452213406781406
766,-0.33248559836707586
767,0.19123581229702327
768,0.04955487020241694
769,0.42567345424800374
770,-0.2423399481698126
771,0.18468804547261436
772,0.013576997652787174
773,-0.38479904759164485
774,-0.23598505560826658
775,0.12025203332687237
776,-0.27851620098714247
777,-0.5435363940516666
778,0.17032063770376873
779,-0.4352253796923788
780,-0.3252754260190101
781,0.47627789896695055
782,-0.24810975908442062
783,-0.6969846407489002
784,-0.35747396698597195
785,-0.6434822222512284
786,-0.0790345078267301
787,0.34222344610543076
788,0.02461059133252705
789,0.04791888128664224
790,0.26849774692638245
791,-0.6150098775245675
792,-0.0984397722029497
793,-0.07639632903432174
794,-0.6156984610395884
795,0.34419617953392206
796,-0.29145652575394115
797,0.718402519699887
798,0.11374168172999248
799,0.4747331341946469
800,-0.10089301192285974
801,-0.5995594100496802
802,0.4473458727848268
803,0.10098775515548136
804,-0.11085671810962651
805,0.49973488771652874
806,0.7092846305315293
807,0.276530228876527
808,-0.42952274470438817
809,0.7979074768722473
810,-0.6990916125682506
811,-0.3644887121505012
812,0.2418121097504847
813,0.22364531917067731
814,0.003963169182621904
815,-0.046597124316963036
816,0.1560009047874633
817,0.4605469340549026
818,-0.778430832809467
819,-0.13620788328592168
820,0.11303846264233393
821,-0.6653955742589329
822,-0.2543241779920784
823,-0.7334409148758533
824,-0.40908589166813486
825,-0.49563004404118244
826,0.22434621291849813
827,-0.48476887582131784
828,0.5636166394119816
829,-0.8148761549647725
830,-0.055667463962693974
831,-0.569456315171929
832,0.15003360698692378
833,-0.6592786195283433
834,0.7466013888936112
835,-0.7777723343879278
836,0.4370574158624569
837,-0.02022093228996263
838,-0.39580848219076487
839,-0.1250772503996861
840,-0.5717247835980754
841,0.5190423007966118
842,0.00539659181388646
843,0.42232565855798615
844,0.07984337838622274
845,0.5222971189505324
846,0.15940661606525286
847,0.5029903321288607
848,0.3980601468813897
849,0.5341456939094322
850,0.31027385013632813
851,-0.7058787333101293
852,-0.12617642395217127
853,-0.46259185830761074
854,0.6506168469639142
855,-0.5274657812272588
856,0.245666700469025
857,-0.43465379211300037
858,0.3988503644417841
859,-0.17884687216490341
860,0.014734523490369814
861,0.624879477082106
862,0.5086438856936192
863,0.23365903769102148
864,-0.16604342751788623
865,-0.04934279192017275
866,-0.5742315653003037
867,-0.4730823455706776
868,-0.0717506805870277
869,0.4360949190659119
870,0.21773430079128842
871,0.21026678640264465
872,0.671836995424491
873,0.39746953530071016
874,0.6513104488738073
875,-0.14667343106812578
876,0.28774995041174956
877,0.3297132523938441
878,0.34317185930310157
879,0.19495787053885355
880,-0.19900628037914
881,-0.6500692333920922
882,0.729791874785498
883,0.8139059029884594
884,-0.548824865013518
885,0.5065417781782149
886,0.33957869084057385
887,-0.15385653824134035
888,-0.6136254631166006
889,0.27252415887113196
890,0.31464136012718064
891,0.2593343984782886
892,0.7086847552240502
893,0.3281958654674359
894,0.16360702988708684
895,-0.07914807699147088
896,-0.13843834304454128
897,0.2724485082386487
898,-0.10440007357741006
899,0.44926847550205706
900,0.3947607198920284
901,0.5055471793295623
902,0.11086885176581512
903,0.050474993522209514
904,0.6658445731500728
905,-0.2714472806844865
906,-0.6478930209977728
907,-0.36486524722020014
908,-0.29742200560174625
909,-0.35115215275212547
910,0.16715463114515622
911,0.2835517252402306
912,0.4101642619112473
913,0.1237428233807197
914,-0.3001665418602795
915,0.6536108836103037
916,-0.3758721396454018
917,-0.017051727763935206
918,-0.6890067387408121
919,0.47941298272618027
920,-0.04034857583223893
921,0.6699896258482633
922,-0.3198387561244798
923,0.6578595589293321
924,0.11177785520245369
925,0.6124080312757881
926,0.0832580770577918
927,0.5193624376526167
928,-0.4434243084062693
929,-0.1954141110526722
930,0.22896649551777062
931,0.43101060297754484
932,-0.22639270045913804
933,0.013517891973509815
934,0.10913763880445423
935,0.313196337037342
936,-0.1188805055771786
937,-0.19939569632942403
938,-0.3065914155994872
939,-0.05256045730701299
940,-0.8123051539078942
941,0.5622041338716902
942,0.37767524666549634
943,-0.03809837312432277
944,0.512012548703631
945,0.5573121230903536
946,-0.17798112760848606
947,0.8984344094743242
948,0.3935668646661318
949,0.5616907845452914
950,-0.47556929217841387
951,-0.2625783206020978
952,-0.29267408425653124
953,-0.16165452409344086
954,-0.1982677427892649
955,0.12087195718556763
956,-0.2375895749654376
957,0.731256539911753
958,0.2934077530858301
959,0.4616302197270828
960,0.1008628006656167
961,0.350307246559071
962,-0.3521716306072339
963,-0.5458850127471803
964,-0.037740129698826855
965,0.3837725328997646
966,-0.39078044485113356
967,-0.26481447373028416
968,-0.7279170797100165
969,-0.2163750068142638
970,0.18738831867985703
971,0.5703996270199206
972,-0.8628979599958774
973,0.6943867305297449
974,-0.3925632822336302
975,0.3352420308673961
976,0.09564412313208454
977,-0.10722337564236871
978,0.546881297473395
979,0.3646396327825089
980,-0.3043961466221884
981,-0.8296493705433075
982,-0.08809981035574221
983,-0.03008155215908395
984,-0.6197582540530749
985,-0.8876060804916106
986,-0.5341676564086659
987,-0.040953172450974386
988,-0.07332246970011048
989,0.6171518745518011
990,0.3709438697754758
991,-0.5488416484833527
992,0.6881692434497542
993,-0.05506368384191437
994,0.39447995459016133
995,-0.21761565072013775
996,0.14957095723746502
997,0.7297190541854224
998,-0.8308184295149942
999,0.1812641718631598
1000,0.28137267247969755
1001,0.7619428801252897
1002,0.2642873204445775
1003,-0.12217121819192553
1004,-0.7660477161271597
1005,-0.17413361696848192
1006,-0.5523837514984969
1007,-0.2751295258700493
1008,0.16024774091265262
1009,-0.5102073141597137
1010,-0.16795799912605947
1011,-0.11554009165530534
1012,-0.5519237331860937
1013,-0.5192147647546853
1014,0.018353622991193332
1015,0.16632252332317313
1016,-0.4134437254731895
1017,0.3777002044927086
1018,0.3572513453733403
1019,0.5909301418322489
1020,0.10583873804581317
1021,-0.6214270610930491
1022,-0.5376489653365757
1023,0.6050985797746816
1024,0.0032503884237087125
1025,-0.7129725592035518
1026,-0.4245855907621527
1027,0.15601299885599734
1028,0.15264822061358738
1029,-0.15150302704748192
1030,-0.6373758033315272
1031,-0.29902043664825867
1032,0.3299484690429062
1033,-0.0061423923055858335
1034,-0.5874700425619005
1035,-0.14343152747861027
1036,0.06913573993945205
1037,-0.22048296339412587
1038,0.10518902401583964
1039,-0.3614393062579791
1040,-0.1498651095442838
1041,0.45832577210006387
1042,0.1989760294075016
1043,0.49735223109833704
1044,-0.0288534183536468
1045,-0.3386761252448972
1046,-0.4702334602002246
1047,0.09642587500691391
1048,0.04061477743595912
1049,0.13827109692676598
1050,-0.20166582526431473
1051,-0.26433810849364847
1052,0.5389165983581258
1053,-0.7749746082791847
1054,0.818710179894269
1055,-0.5387311767071001
1056,-0.26570611136554567
1057,0.014561344426412954
1058,-0.6330892943506574
1059,-0.04269635990886263
1060,-0.4850649167156329
1061,-0.46816928259852536
1062,0.23515739097766739
1063,0.09625009087770375
1064,0.37569400288936877
1065,-0.13415003554899893
1066,-0.7601802318991134
1067,-0.7053290641995289
1068,0.2541646460535518
1069,-0.22354788631525002
1070,-0.6332737271716808
1071,-0.019415427551270317
1072,-0.38693882221648995
1073,-0.27054020307363486
1074,-0.3556345177655569
1075,0.5175122663866466
1076,0.19590359584028424
1077,0.17790062497001186
1078,-0.10145746148292495
1079,-0.6720244302235281
1080,-0.9078653982938333
1081,0.21687353263995648
1082,0.1280745546922235
1083,-0.05859435621501998
1084,0.5851812128926119
1085,0.2737782170429906
1086,-0.615106141384061
1087,-0.4453661936769906
1088,-0.2968558863500151
1089,-0.1102497896802116
1090,-0.6850936379032627
1091,0.3968518826253169
1092,-0.1209999262753878
1093,0.29368947945588636
1094,-0.42244637010553504
1095,0.348391850276749
1096,0.06135458413799376
1097,0.04376782086461719
1098,0.01619187115953021
1099,0.5435789389690342
1100,-0.09519884093204906
1101,0.5855507199670485
1102,-0.04846321808452864
1103,-0.3576108360400548
1104,-0.44806458856525555
1105,0.08154058362367185
1106,-0.056161946587016155
1107,0.5938985704967433
1108,-0.7634205213195415
1109,0.4053225786468298
1110,0.3199232615642208
1111,0.7472643041346899
1112,0.4144472898332721
1113,0.8956491823523152
1114,-0.7129713728243465
1115,0.7681936144693382
1116,0.36360474055797876
1117,0.22624681980893505
1118,0.30989118054006254
1119,0.41136361385540593
1120,0.7531204199833699
1121,0.21908710599107276
1122,-0.44406358597070433
1123,0.24224870023488235
1124,-0.18230510884352386
1125,0.25798496270329757
1126,-0.11242453572003949
1127,-0.23666595529492734
1128,0.10718762683828545
1129,0.7529148400803676
1130,0.04056494020991415
1131,0.43619192890259223
1132,-0.22997104087183806
1133,-0.06480676418662372
1134,-0.13444319491762666
1135,-0.5305427972289294
1136,-0.6661001920114668
1137,0.2938816853405691
1138,-0.3261445328282925
1139,-0.5569530595108365
1140,-0.09590116794933538
1141,0.36723071484335756
1142,0.048282865629490065
1143,0.49633741266076303
1144,0.5892342459849165
1145,0.4931741051274626
1146,-0.41051707997267933
1147,0.45738569229968096
1148,-0.1515928800659068
1149,0.48003781012270513
1150,0.8747847339475774
1151,-0.11336034678581272
1152,-0.21130937582148793
1153,0.597744404333724
1154,-0.4898366533467595
1155,-0.32756458724271
1156,-0.27305550087873154
1157,0.18293017570058204
1158,0.515235043529364
1159,-0.08226747722693326
1160,0.419580101762685
1161,-0.15631140228324525
1162,0.24859745194901647
1163,0.10356678378294361
1164,-0.5059772680758877
1165,0.010739052036729469
1166,0.3177490363568098
1167,-0.304480156088684
1168,-0.08342360899975843
1169,0.7392282365643356
1170,0.10077743125402311
1171,-0.20617599053016092
1172,0.4555031117019163
1173,0.14374248606760504
1174,0.32091472673165694
1175,0.2618554842677802
1176,-0.6958691503523373
1177,-0.6953557852616408
1178,-0.1623040947708844
1179,0.020962822628049837
1180,-0.3190265802058059
1181,0.022652107605616676
1182,-0.46170132650663326
1183,-0.0032144179760947213
1184,0.30055939502555873
1185,0.4164331394435478
1186,0.24049834825997812
1187,-0.2096473087249473
1188,0.3978706100318853
1189,0.2243193317759901
1190,-0.05414484819326013
1191,0.40190396670303447
1192,0.045734291377751535
1193,-0.06958025369321229
1194,-0.15299171666485956
1195,0.0375674865781577
1196,0.7425092749028084
1197,0.010711249707915656
1198,-0.2195089288369562
1199,0.15295517741870562
1200,0.14129493045751126
1201,0.4246913103285171
1202,-0.005759312492070446
1203,0.10474995945370222
