,eda+acc_XAp0,eda+acc_XAp1,eda+acc_XAp2,eda+acc_XCond1,eda+acc_XCond2,eda+acc_XDist,eda+acc_XFuzz1,eda+acc_XFuzz2,eda+acc_XK2_1,eda+acc_XK2_2,eda+acc_XPermEn,eda+acc_XSamp0,eda+acc_XSamp1,eda+acc_XSamp2,eda+acc_XSpec
0,0.11788785895002665,0.023915551383948838,-0.0013945499104904835,0.27484710300107423,0.2571372629975759,0.18014097227653605,0.0918338698764031,0.048642659620144274,0.5253617517153483,0.45528342193937094,0.6233814453054027,0.4068660890237926,0.2704733613306392,0.2006658346514651,0.3004968838479617
1,1.6316151694714511,-0.1272044912508985,-0.03051830846467509,1.7036486957984938,1.4874225018204992,0.9469827549057062,0.0042823198551139915,0.006854530684769577,3.1315682879370623,,0.648888643467878,3.3134918012430497,2.54889570358979,inf,0.19404744699751794
2,0.24561693780013324,-0.08169647573035835,-0.0070075179957245284,0.14054012242578456,0.11920376527807972,0.110617836755985,0.0465109889408657,0.03523438677721642,0.24031527857320947,0.10196239926701574,0.663668482632973,0.788581812552567,0.17672410880731768,0.0996137263417553,0.3731124527066321
3,0.7292665794384283,-0.04016381283840709,-0.03807964493696808,0.1711888577982404,0.132547723183739,0.14497466109080376,0.07565422756608736,0.05204811694397489,0.41063870696808447,0.37492745818187817,0.6097226960127671,0.8637773487643161,0.22011054450541165,0.18618514485959073,0.3797232514149503
4,4.980444597381877,-0.9293174193479725,-2.724399187567635,0.29997797586387004,0.20311313632225073,0.8032824161956114,0.1451179636089835,0.15014275910357203,1.5634251045043943,2.45003559905074,0.6153451465759925,4.895819619667674,0.7560031160578157,1.3130909570965956,0.3282777250817377
5,2.382038949788949,-0.23791486953897956,-0.23332291535294641,0.9048751202029772,0.6579778110246586,0.7082638923990364,0.46649658283070394,0.17235703688485654,1.4529047101039168,1.723995320111315,0.6125606311107803,3.105299154439034,1.2599796229336249,1.2708450488097274,0.33831041850082805
6,1.1470152754845457,-0.03819577896318538,-0.12442131011575852,0.8425251954472132,0.7099119958358027,0.6227922336972843,0.749922776294464,0.39939423850666633,0.30140642543226387,0.18558123239890345,0.5883313578629602,1.1268403101246642,0.173072501935203,0.10812739651946483,0.3092659486558363
7,0.09179081151140325,-0.009608300641504239,-0.0059961373154343136,0.2882708895382611,0.22742560319181135,0.44177750153034084,0.5662436999961814,0.554290073651796,0.13766450619770906,0.07075788526843974,0.6425374456860184,1.8251094489096091,0.12509881270084436,0.0967015550668978,0.2756208680055977
8,,0.0,0.0,0.7484360435938651,0.6881428367972492,0.6467053951399697,0.5407639768506312,0.6295767533525612,,,0.6284777104787076,inf,,,0.19803748172978689
9,0.5085394760477544,-0.01670043154390731,-0.00025088432435117227,1.0126965670220296,0.9572904229054926,0.7545727304542048,0.8513245925522663,0.7340355988384943,1.138134723482194,2.2761512550665315,0.6097226960127671,3.5139928758075,0.8254000731168606,1.3710785138826374,0.24963230380368956
