,eda+acc_XAp0,eda+acc_XAp1,eda+acc_XAp2,eda+acc_XCond1,eda+acc_XCond2,eda+acc_XDist,eda+acc_XFuzz1,eda+acc_XFuzz2,eda+acc_XK2_1,eda+acc_XK2_2,eda+acc_XPermEn,eda+acc_XSamp0,eda+acc_XSamp1,eda+acc_XSamp2,eda+acc_XSpec
0,2.19750027555732,-0.07664673552247463,-0.051817798061416814,1.7128428139187626,1.5162943569241263,0.9600973866674142,0.6940095777861939,0.9253670609517681,1.691482984407874,1.5099560052125702,0.6233814453054027,3.823300130923343,1.2689068168667244,0.9826392082569657,0.2732382847661898
1,1.2407193754482917,-0.057405712707566954,-0.04323253444569557,1.51395447224612,1.294881691092418,0.9032148787386419,0.735552123912364,0.8590582852640403,1.2718753470766033,2.563450755887046,0.6008849035917525,3.48132342614144,1.0325851685683263,1.067656247222185,0.27465877293070284
2,1.3072570692383891,-0.06427667019168962,-0.04626519028362046,1.5834216950444744,1.3233853448991775,0.9207306847647341,0.7862332219608595,0.9370420901725915,1.3831315006963059,1.0947329912391872,0.6008849035917525,3.4524906760497056,1.2121936374707931,1.076453947679471,0.19079108383709567
3,1.6421202439136948,-0.016365392480532648,-0.12075574567319466,1.3416028420964667,1.2420458035539756,0.8229149370592764,0.7116805618352704,0.8415335018095498,1.6223930247072327,1.2547550659687343,0.6038851895711802,2.630934850884686,1.4521401190791838,1.1138899023238793,0.21031819033026608
4,1.6524646922058972,-0.14039552046959702,-0.16608789414834713,0.9807609617171652,0.8884342877815042,0.670552918117792,0.6290708948147835,0.5833145934522789,1.085836906268962,0.9993050133510883,0.6380535849069913,1.9540431322855023,0.8959547314723891,0.7520924602836538,0.2448351102118769
5,2.069217718142034,-0.26425592100998496,-0.22179452064905225,0.7790042499956605,0.701276915025211,0.6944431047457361,0.517245062907701,0.508033333394655,1.326983140709404,1.2812813490931514,0.6038851895711802,2.490656481768607,1.1543124190037253,1.0779843208721422,0.26792391555520884
6,2.819556839941409,-0.1568982846776569,-0.07910073947374861,0.9508498800550067,0.8517132442675058,0.9066432834197278,0.3254487946249669,0.40972313793390946,2.033543025995525,2.5582491836909727,0.6207552362147116,4.722953221644475,1.7793369492294977,1.8142323250801136,0.22520613435520498
7,2.151548720882369,-0.17727428584672378,-0.033611063390830836,0.6833025201230505,0.5805895974193366,0.5742565766265643,0.33664983055956416,0.36445185389650314,2.553897573107394,3.5557653554877136,0.6068309995095971,3.8982296832958103,2.4033897921160112,2.803360380906535,0.2827142676147689
8,1.4991594261219356,-0.15759761509484171,-0.2048804262932607,0.5706137201666737,0.5059090663093451,0.5055404067413962,0.5084335840806478,0.401890176452942,1.495744666421978,1.376332724048781,0.62595550513784,1.98396975877238,1.1651727280811457,0.940546263832381,0.336273675967647
9,1.4321805124392057,-0.1767792947029827,-0.2375608977076305,0.7246317029142962,0.6361874781368885,0.5848893531884205,0.6766432074425744,0.5232496383531859,1.313226129756335,1.1124894378957417,0.6380535849069913,1.6829648568359465,1.0267534013669606,0.7202215923249022,0.2817010287751382
10,0.9203811508657045,-0.05164831028419846,-0.025583274221501237,1.2126864060838347,1.1612783751379276,0.8390440127229469,0.7640644689097259,0.6823166475308168,0.739001266743851,0.808975326069573,0.6333676938231112,2.206568092339372,0.548049744579173,0.5770534820950004,0.23514024217064494
11,0.16902640875710012,-0.009943373567212532,-0.004252396725848234,0.7907424270028592,0.6796158039140653,0.6678577941519934,0.4791570244451133,0.3544079669159551,0.28126779382243033,0.23301823387540593,0.6357360191111145,0.9688421272805264,0.19317155152596555,0.13496825107717994,0.2635902508645919
12,0.34301510121335826,0.059391944690098813,0.019235235139278883,0.42790111896134325,0.3794154204343434,0.37342018666632915,0.17687181814777567,0.13934826324548405,0.4833570235144758,0.4468885316477646,0.6153451465759925,0.6100118241607846,0.2799345434849553,0.22513411372967723,0.29483406332269496
13,0.08940814653502523,0.013342878620065196,0.007780769579375069,0.3742685549287762,0.33546382302228445,0.33809140893545786,0.19866990438718182,0.14820304384116265,0.29670850389720543,0.37178580368860636,0.6207552362147116,0.4983116584745163,0.2096333609214551,0.19099707414357073,0.3192533733715798
14,0.04917689770582066,-0.010138184696550395,-0.005159817703358709,0.4268261374859568,0.39842691239987593,0.4202620910271207,0.23817206307888675,0.1771702460598999,0.31172482605025337,0.338274021101358,0.6153451465759925,0.4698614171361347,0.20435497576437195,0.23116187485953713,0.3038449720486226
15,0.23401997536892732,-0.023626572480672375,-0.005169339064834244,0.5026792522882456,0.4693831054028995,0.4917344708577929,0.2517830222140316,0.20925984630986277,0.31151075672314665,0.32441645471195585,0.5748741956352443,0.6772957039088233,0.23453277641259807,0.2172086521606661,0.28761170820902393
16,0.016644528870492357,0.008078350977933864,0.00823680858519044,0.8814890692349896,0.4654186685090333,0.5718573552481944,0.3452060356287823,0.2577483760444158,0.17646110767576592,0.1359139334282779,0.6357360191111145,0.4647375195732358,0.15122230801247755,0.14105054664118505,0.29847513760216
17,0.8841540145707567,0.05451634685738904,-0.03564438106003909,1.1513327488807426,0.9613666349440125,0.7416919042924108,0.7063718354372385,0.4705808337234467,0.451037995921013,0.3539790573249481,0.585052858160615,1.3719532438492328,0.34210471771497003,0.25134086407497275,0.2749182598684604
