,bvp+temp_XAp0,bvp+temp_XAp1,bvp+temp_XAp2,bvp+temp_XCond1,bvp+temp_XCond2,bvp+temp_XDist,bvp+temp_XFuzz1,bvp+temp_XFuzz2,bvp+temp_XK2_1,bvp+temp_XK2_2,bvp+temp_XPermEn,bvp+temp_XSamp0,bvp+temp_XSamp1,bvp+temp_XSamp2,bvp+temp_XSpec
0,,0.0,0.0,1.314078886847449,1.2721952042493578,0.6725679300429689,2.339281567554519,3.0625589160340008,,,0.5370774965580548,inf,,,0.9298245382216993
1,4.0943445622220995,-4.0943445622220995,0.0,1.5203471695787985,1.4837136275912892,0.7043615421795436,2.5095772358123005,1.964868145220291,,,0.524519217297268,4.0943445622221,inf,,0.7598743832398237
2,2.843313818208664,0.988756945174373,-3.832070763383037,1.6379163223673998,1.6016769299044513,0.7386712234932957,4.1507262710321084,2.1630151436257146,,,0.5329562494928909,2.839868775723058,3.2643912655302683,inf,0.7112966805925213
3,2.5900696223867596,2.417226770443982,-5.0072963928307415,1.5732476098271795,1.5785564300921713,0.8160631110411016,5.223617755426523,22.090052279798694,2.4174735730931807,,0.5113665138247345,2.5898228197375603,2.42415137562421,inf,0.8210728346772206
4,2.792891219102402,2.907552354288285,-5.700443573390687,1.2559154243276884,1.223004817668956,0.8539529510330133,4.006192869691133,28.377258752780037,2.9084681373507153,,0.5604843169999094,2.791975436039971,2.9151459398817443,inf,0.7103381559205864
5,2.6466996327113566,-2.6466996327113566,0.0,1.7563741225015996,1.7277988934468336,0.7608588093546239,4.629816613484447,14.104782735577237,,,0.4880666971167561,2.6464848454440553,inf,,0.7905201909117234
6,3.616346630304476,-3.616346630304476,0.0,1.382254110623908,1.342766112046985,0.7174604257177911,3.1481282092696703,3.0232140886185905,,,0.40055318934786044,3.6102736757649296,inf,,0.745336241849902
7,3.9831284125777877,-3.9831284125777877,0.0,1.6917636779218372,1.6609008447392235,0.6592456229306414,3.529194059457011,3.311241097480439,,,0.44694259446804574,3.979231755121596,inf,,0.6665362413922646
8,3.658120786472746,-3.658120786472746,0.0,1.2290490519393984,1.1442899324679683,0.6217568870879951,2.5810088361315624,3.235789270503446,,,0.4576907132971797,3.6548001404610737,inf,,0.6140017361505975
9,4.1476368849675165,-4.1476368849675165,0.0,1.4227960004194053,1.3966466531414121,0.7171153222430318,2.6872658499127593,1.8280055806688669,,,0.5641709578113449,4.13170034876587,inf,,0.596368572580723
10,2.828462432404556,-2.828462432404556,0.0,1.6919696759949083,1.6725177806041465,0.9740469526261412,3.9097162360939577,20.51220083851511,,,0.4576907132971797,2.8281484147160327,inf,,0.8588948042815594
11,3.8549872538920607,-3.8549872538920607,0.0,1.736625988022118,1.7177515898082878,0.9850814660977427,3.097703917685276,23.861291019666254,,,0.5329562494928909,3.852183005072129,inf,,0.8501536948313825
12,,0.0,0.0,1.6058009147769308,1.586036198221269,0.9753636449567007,3.0236868141944435,10.16799483849846,,,0.5113665138247345,inf,,,0.8320071623523786
13,,0.0,0.0,1.612048363416747,1.5800644299558848,0.9786925201044189,3.1614804335519353,8.238369896293769,,,0.4576907132971797,inf,,,0.8466224321787489
14,,0.0,0.0,1.6882857331793772,1.6653779945896166,0.9578945400277282,2.6615789235727734,5.637646697597209,,,0.4629450596409901,inf,,,0.851579696100102
15,5.7037824746562,-5.7037824746562,0.0,1.4851856284281262,1.4512464127614824,0.8959956396989327,3.1061981087068364,11.732498467463337,,,0.41861278947482794,5.703782474656201,inf,,0.754088853349147
