,temp+bvp_XAp0,temp+bvp_XAp1,temp+bvp_XAp2,temp+bvp_XCond1,temp+bvp_XCond2,temp+bvp_XDist,temp+bvp_XFuzz1,temp+bvp_XFuzz2,temp+bvp_XK2_1,temp+bvp_XK2_2,temp+bvp_XPermEn,temp+bvp_XSamp0,temp+bvp_XSamp1,temp+bvp_XSamp2,temp+bvp_XSpec
0,,0.0,0.0,0.42261609321541116,0.3738893050095171,0.1527975958468015,0.9645296042003131,0.9287640074523641,,,0.6425374456860184,inf,,,0.8232173299164437
1,,0.0,0.0,0.9405194274813721,0.9109812546722187,0.645277953048599,0.9118467040716829,1.0790447635876417,,,0.648888643467878,inf,,,0.9264180220279881
2,,0.0,0.0,0.10060391803536385,0.07373629486625252,0.11450694812535096,0.48066587898336016,0.4353318736332962,,,0.6619902821573977,inf,,,0.964717357451733
3,,0.0,0.0,0.8424502879785741,0.7909931267231531,0.4362306361663426,0.4268593150006733,0.3770523678161714,,,0.6584896970785714,inf,,,0.9270303595745173
4,,0.0,0.0,1.053772665304113,1.0069274786250162,0.7854554054513694,0.5431981510193566,0.5393950549289074,,,0.648888643467878,inf,,,0.9338096767295381
5,,0.0,0.0,1.0043226129326175,0.9711700805901917,0.5942946311377904,0.40402785568316346,0.4258164180862316,,,0.6509067234006624,inf,,,0.886458179497317
6,0.0,0.0,0.0,0.6401030177125321,0.47288418963231865,0.39356140374295917,0.7570440769801142,0.4238331778177614,,,0.6309483474627791,5.0106352940962555,inf,,0.6041502527267518
7,,0.0,0.0,0.28922259120732874,0.2681640002450425,0.27489866603094726,0.8289298411025661,0.7562126330456032,,,0.6068309995095971,inf,,,0.6231817032136341
8,,0.0,0.0,0.8813902932149852,0.8378664426180805,0.7415837225055566,1.0363351413104531,0.908632536742541,,,0.6309483474627791,inf,,,0.9432640302182707
9,,0.0,0.0,0.29874863549611025,0.2803475058350812,0.38070378466400207,0.7403193435745764,0.6758705165972688,,,0.6309483474627791,inf,,,0.9527735530986557
10,,0.0,0.0,0.9693152361837432,0.902466541654553,0.5806470720962853,0.7219940040841935,0.579686648866799,,,0.6425374456860184,inf,,,0.9381065463934238
11,,0.0,0.0,0.2550882258307015,0.21095504537154947,0.3882027930793063,1.0967500955854554,0.8926225259032139,,,0.6309483474627791,inf,,,0.6388688795978188
12,,0.0,0.0,0.3437253214808031,0.30829404194665316,0.3939125702289801,1.2682449003430998,0.8949531309795222,,,0.62595550513784,inf,,,0.6565513785432752
13,,0.0,0.0,0.8652964484969287,0.7986260386481016,0.659419795937761,1.597678543397357,1.1736481302506063,,,0.6403206450210053,inf,,,0.930541435230122
14,,0.0,0.0,0.6199504057947957,0.5510894187633846,0.6051941360543577,1.3183784263398028,1.0361211166707733,,,0.6547956803312163,inf,,,0.9517017134253309
15,,0.0,0.0,0.7731096050433495,0.7501158334569563,0.430392931198806,1.6528520645410631,1.1061351835536826,,,0.62595550513784,inf,,,0.9300683637983108
16,0.0,0.0,0.0,0.7390725637805536,0.7215952154790883,0.3832207249790714,1.1042996869521922,0.7749660494133079,,,0.5915533975974677,5.0106352940962555,inf,,0.7300350483145536
17,0.12357408045369503,1.2669628445351622e-05,-0.0016603240344946187,0.6506033000979886,0.5922006456642581,0.49129404459229736,1.6265008268669965,1.0104128578664602,2.113277994014379,,0.6097226960127671,4.420074702311411,1.7834835599241952,inf,0.6078226994010731
18,0.020625134572695842,-0.00020625134572695844,0.0,0.562965192507836,0.47644915086365636,0.49619886024547266,1.4400686618972167,0.9036650161792328,,,0.62595550513784,4.62537289330561,inf,,0.6105016967340605
19,,0.0,0.0,0.8315872511552397,0.8194263438771944,0.8154147935328837,0.23575010305356048,0.32283725521668705,,,0.6380535849069913,inf,,,0.9046279560367273
20,,0.0,0.0,1.1408541032542705,1.1089008879443059,0.7380817736921667,0.3095356226162632,0.30621077582426437,,,0.663668482632973,inf,,,0.9244831169168336
21,,0.0,0.0,0.25998205414125564,0.22307656473900533,0.28145856871784014,0.36872652290184826,0.3128136442340784,,,0.6547956803312163,inf,,,0.9563888431264359
22,,0.0,0.0,0.7711683089338064,0.7297539044054225,0.6655421409609508,1.2968058308906127,1.0976965136411496,,,0.6509067234006624,inf,,,0.9026124708675604
23,,0.0,0.0,0.9040552435131964,0.8660989881336614,0.7049591062286592,1.5943814698456074,1.3515483249794957,,,0.62595550513784,inf,,,0.932825745291444
24,,0.0,0.0,0.738793424210823,0.7195272307812267,0.3582980711176571,1.2608656423165887,0.8853280328135851,,,0.6380535849069913,inf,,,0.682774339519566
25,,0.0,0.0,0.5203280287446402,0.39568124085271655,0.3222619270843053,0.80952691268058,0.9547093108965331,,,0.6425374456860184,inf,,,0.7276127038246027
26,,0.0,0.0,0.562429798345806,0.5197759436531212,0.4965469951718939,0.34108351607982423,0.4249649507169916,,,0.6233814453054027,inf,,,0.9161711929773206
27,,0.0,0.0,0.8042492298381076,0.726898542913656,0.5980566922570755,0.5877921807235312,0.6505455838005558,,,0.6602640781246099,inf,,,0.9452129248588278
28,,0.0,0.0,0.8848808989442524,0.8509722146573504,0.6683575198601573,0.4738054650716938,0.6466871951103677,,,0.6309483474627791,inf,,,0.9485757121522648
29,,0.0,0.0,0.2730027592884022,0.24275225836814526,0.5144657371400347,0.5018974434790974,0.71833078378861,,,0.6125606311107803,inf,,,0.9500843060916041
30,,0.0,0.0,0.6822160874045917,0.6436202266036314,0.597178946241282,0.6251871247382035,0.888849305667356,,,0.6125606311107803,inf,,,0.9308385908786764
31,,0.0,0.0,0.696076487465216,0.648971619305807,0.6541959837860571,0.9773035383167434,0.9708903250160352,,,0.5978297680564633,inf,,,0.9476775031237507
32,,0.0,0.0,0.8943545953794171,0.8525156298217135,0.6800006560305426,0.9074424424748779,0.8709340621782535,,,0.6547956803312163,inf,,,0.927256968413043
33,,0.0,0.0,0.7638073945197849,0.7107982486968579,0.6067859345347928,0.7622272135960448,0.6067416020708266,,,0.6668815377411301,inf,,,0.9496934035881331
34,,0.0,0.0,0.5816159621994699,0.5654192507173009,0.5808890045127678,0.30865967067990224,0.35732038204865846,,,0.6284777104787076,inf,,,0.934976391965251
35,,0.0,0.0,0.9237246831851585,0.8664098809414509,0.7392873580340782,0.31868480738721744,0.38499485809221623,,,0.6008849035917525,inf,,,0.9254058172487849
