,acc+hr_XAp0,acc+hr_XAp1,acc+hr_XAp2,acc+hr_XCond1,acc+hr_XCond2,acc+hr_XDist,acc+hr_XFuzz1,acc+hr_XFuzz2,acc+hr_XK2_1,acc+hr_XK2_2,acc+hr_XPermEn,acc+hr_XSamp0,acc+hr_XSamp1,acc+hr_XSamp2,acc+hr_XSpec
0,,0.0,0.0,1.7450770332081753,1.7400442679995805,0.6832781427784357,0.07715523937256229,0.08682418911344024,,,0.552929491858785,inf,,,0.3392295803598868
1,,0.0,0.0,1.7054193790058951,1.6191499016466784,0.928492137522757,0.05942335806047361,0.129419316023416,,,0.5567373465730988,inf,,,0.21797039306513055
2,,0.0,0.0,1.6418494590781534,1.624018520004133,0.8555093836627381,0.03369042697951595,0.07025701784206209,,,0.585052858160615,inf,,,0.19363598281613997
3,,0.0,0.0,1.677098653531897,1.6330682240423613,0.7802906371516515,0.08300766463287754,0.06817844271452081,,,0.524519217297268,inf,,,0.3263636733645912
4,,0.0,0.0,1.5819457178773413,1.3473856635175163,0.829677543085045,0.5781058308425682,0.38454854983604336,,,0.5567373465730988,inf,,,0.24737724693326835
5,,0.0,0.0,1.6883155317667207,1.5699980171252992,0.8754329355650312,1.0518673271738146,0.7416170379614164,,,0.5883313578629602,inf,,,0.2284660736781509
6,,0.0,0.0,1.398637622256447,1.3459617011475842,0.6905711873286607,0.5083773159694522,0.293502460110151,,,0.5641709578113449,inf,,,0.27092878386138314
7,,0.0,0.0,1.7336384237203415,1.710815660416606,0.7024805222125339,0.1818586757310608,0.1199192360376167,,,0.5490601803369085,inf,,,0.3233189879182383
8,,0.0,0.0,1.6589835242235882,1.6432788134234986,0.8245644918366536,0.12057415079268277,0.12756281664932007,,,0.5713653840954815,inf,,,0.3175565694613448
9,,0.0,0.0,1.4934424642182809,1.4721113966204487,0.6547112734672149,0.1359377489181587,0.11658965168342572,,,0.5287703885177266,inf,,,0.3187558307614711
10,,0.0,0.0,1.6070466598374389,1.575338438040215,0.644355894584074,0.16562086510486798,0.11217118770380471,,,0.5202020156036558,inf,,,0.2909496632722151
11,,0.0,0.0,1.551659893264966,1.5430924860831994,0.7961172124232353,0.09350272746906188,0.07426478599826619,,,0.5113665138247345,inf,,,0.3278095102970813
12,,0.0,0.0,1.7583193331260416,1.7387054037004177,0.7568830492549796,0.0729776836098502,0.07704943499845218,,,0.5915533975974677,inf,,,0.3492755664981477
