,acc+hr_XAp0,acc+hr_XAp1,acc+hr_XAp2,acc+hr_XCond1,acc+hr_XCond2,acc+hr_XDist,acc+hr_XFuzz1,acc+hr_XFuzz2,acc+hr_XK2_1,acc+hr_XK2_2,acc+hr_XPermEn,acc+hr_XSamp0,acc+hr_XSamp1,acc+hr_XSamp2,acc+hr_XSpec
0,,0.0,0.0,1.158210960056244,1.134679935228839,0.6808743559514964,0.19213716766242903,0.2049140229735861,,,0.5158180382284114,inf,,,0.24557034747696105
1,,0.0,0.0,1.6548718641560853,1.6392529993385878,0.7480193773398748,0.4266031540533368,0.452506756463859,,,0.5677978065141052,inf,,,0.32107543639586544
2,,0.0,0.0,1.489074324339193,1.4466914632941448,0.7792529089732149,0.8843049426914142,0.6588665510929478,,,0.552929491858785,inf,,,0.2726371772087059
3,,0.0,0.0,1.544563455253372,1.4835731971541306,0.846869090338951,0.8925294360339835,0.8271453192579376,,,0.5883313578629602,inf,,,0.27568958184298303
4,,0.0,0.0,1.4702251035152087,1.4426506850789107,0.7231525709570137,0.6546406704132286,0.6492784248871749,,,0.5677978065141052,inf,,,0.23915382492167656
5,,0.0,0.0,1.5720384138310863,1.5270060252538467,0.7478148913204976,0.8063508311592963,0.8571725906439001,,,0.5978297680564633,inf,,,0.24245786336075334
6,,0.0,0.0,1.6552910311010849,1.5549447753048558,0.8785654461709707,0.9372980633301464,0.738486306205227,,,0.5915533975974677,inf,,,0.23789996009777323
7,,0.0,0.0,1.6626514787433786,1.5944440794356833,0.8616101745498638,0.6845731756602812,0.6267402867215037,,,0.5748741956352443,inf,,,0.2431362647282125
8,,0.0,0.0,1.4384761655244962,1.4271871087832089,0.5639679574893681,0.3056829953771754,0.2762007624594915,,,0.5113665138247345,inf,,,0.2563488217615741
9,,0.0,0.0,1.657285982199245,1.5132321936868516,0.9330957434416306,0.6589124005609538,0.6645677228801758,,,0.585052858160615,inf,,,0.2351567950349207
10,,0.0,0.0,1.6921154664440512,1.4903669275938456,0.9047628453866633,1.2351414079549623,0.9832528422841309,,,0.5883313578629602,inf,,,0.20754984588744135
11,,0.0,0.0,1.6550627553952622,1.507859294031504,0.8668190657023356,1.5635586071041996,1.5711259960290656,,,0.6153451465759925,inf,,,0.18073464947895382
12,,0.0,0.0,1.7396982595409618,1.5903220143165806,0.8449397613878604,1.343497809463783,1.3414006986083817,,,0.5883313578629602,inf,,,0.19041895164992492
13,,0.0,0.0,1.2920173031526674,1.1529355166120459,0.7555645679298739,0.9290797432281553,0.6893683725119798,,,0.5329562494928909,inf,,,0.2224209788221317
14,,0.0,0.0,1.1835340366127074,1.0559874931025783,0.7163608497794344,0.6248189755400834,0.6115429939673144,,,0.5370774965580548,inf,,,0.24947355977184948
