,acc+hr_XAp0,acc+hr_XAp1,acc+hr_XAp2,acc+hr_XCond1,acc+hr_XCond2,acc+hr_XDist,acc+hr_XFuzz1,acc+hr_XFuzz2,acc+hr_XK2_1,acc+hr_XK2_2,acc+hr_XPermEn,acc+hr_XSamp0,acc+hr_XSamp1,acc+hr_XSamp2,acc+hr_XSpec
0,,0.0,0.0,1.6400065031079838,1.5477147846496406,0.8872130324055361,0.772124119545034,0.6164661305811084,,,0.5978297680564633,inf,,,0.2584603292551878
1,,0.0,0.0,1.6081655549180929,1.6173495414218337,0.8839984698522642,0.6948285535201636,0.7798526040326418,,,0.5915533975974677,inf,,,0.2367058951028019
2,,0.0,0.0,1.7022831372298017,1.6820793709215818,0.9428076300268509,0.9169047922053667,1.0339534168533129,,,0.585052858160615,inf,,,0.23110232207621367
3,,0.0,0.0,1.5634657682395448,1.447393019005404,0.8208699036700068,0.775381177159325,0.6930229200114733,,,0.524519217297268,inf,,,0.23835770351497973
4,,0.0,0.0,1.6886645508515374,1.5675399324174495,0.8958317712286445,1.32600996591835,1.2452660591756233,,,0.5978297680564633,inf,,,0.20333688486097637
5,,0.0,0.0,1.7206304349620845,1.6554946265188322,0.8584689976756356,1.2914555068778333,0.8283104080266543,,,0.5915533975974677,inf,,,0.21232709202864242
6,,0.0,0.0,1.6937364394039178,1.6026296307726402,0.8730276607019197,1.1043785114894826,0.7814467604072617,,,0.5713653840954815,inf,,,0.24027553849303976
7,,0.0,0.0,1.2521957439967106,1.2594351192602637,0.8400591698569917,0.7575259707913636,0.5753144164442727,,,0.541134803179459,inf,,,0.23803568605243036
8,,0.0,0.0,1.5496163582840783,1.4787714661317428,0.8712767057216999,0.7030835165809022,0.5318051624311664,,,0.5567373465730988,inf,,,0.24736827333285163
9,,0.0,0.0,1.6645484128164811,1.6678500669190683,0.8817467524763066,0.6994511034863581,0.4801852180508329,,,0.585052858160615,inf,,,0.2370593514697638
10,,0.0,0.0,1.701702594194526,1.6943652351818477,0.9167400409513085,0.5522036556032642,0.4217821127334156,,,0.5883313578629602,inf,,,0.26047878691923676
11,,0.0,0.0,1.7264628083415658,1.6791741179869717,0.9174014458894061,0.5890560168133901,0.5365644465520895,,,0.585052858160615,inf,,,0.27468463463554416
12,,0.0,0.0,1.6217310483749927,1.5787527008975797,0.8361634593206851,0.7182797297462951,0.5758284202574337,,,0.5783247308855777,inf,,,0.2579505528938795
13,,0.0,0.0,1.6756112150453637,1.6464642841150525,0.8699790864685175,0.717582482542959,0.6289598945845905,,,0.581717464821069,inf,,,0.2616994299066568
14,,0.0,0.0,1.446546228637178,1.4004912987927276,0.8522026199920028,0.8880735666499271,0.8541991935746073,,,0.5978297680564633,inf,,,0.26958371174102
15,,0.0,0.0,1.1686478412251815,1.1208650996342713,0.7829295234974091,1.1548019130574794,0.8849428209934926,,,0.581717464821069,inf,,,0.24923976794743852
16,,0.0,0.0,1.4609560852898957,1.433836828192354,0.8350647766309334,1.1949770317911463,0.935578017358069,,,0.6008849035917525,inf,,,0.2212077423055797
17,,0.0,0.0,1.6966699559840615,1.5386092788830776,0.8659335324959202,1.0899179846144962,0.79011176153465,,,0.585052858160615,inf,,,0.24273112724467127
18,,0.0,0.0,1.690663563530516,1.6598918313994002,0.875292094711918,0.9132101833993475,0.6704111582927061,,,0.5713653840954815,inf,,,0.22925570584465998
19,,0.0,0.0,1.4732608450920561,1.3904565944002798,0.8442532958314143,1.064585015737867,0.8144483485466862,,,0.581717464821069,inf,,,0.25198786629590053
20,,0.0,0.0,1.688295677108413,1.6413030025430744,0.9040881983383009,1.1873677603272366,1.0924366403080144,,,0.5883313578629602,inf,,,0.221818320508506
21,,0.0,0.0,1.559676680383826,1.4827486401872312,0.8871108088961219,1.3631165503351097,1.1701361442210183,,,0.5677978065141052,inf,,,0.240836023878658
22,,0.0,0.0,1.6568110907602804,1.5464644516030013,0.9065301846399184,1.6110788797382949,1.4648232186769885,,,0.552929491858785,inf,,,0.20875353959328946
23,,0.0,0.0,1.6461353093415099,1.5772267396096298,0.8582979993685533,1.7528626153332063,1.8529693850435913,,,0.585052858160615,inf,,,0.20986194507208816
24,,0.0,0.0,1.7224176218862328,1.6656760081920816,0.8934425405113265,1.3079505444715211,1.3811787975577026,,,0.5947193981915972,inf,,,0.21848607371836437
25,,0.0,0.0,1.658686611239509,1.5375077430087778,0.8916569881265084,1.348581469517696,1.3914676494409852,,,0.5783247308855777,inf,,,0.2078845078253036
26,,0.0,0.0,1.616005049239917,1.5688424659154165,0.8204573530270538,1.2406249464262638,1.2291309443813445,,,0.5915533975974677,inf,,,0.20919329363009667
27,,0.0,0.0,1.6594819772378526,1.651703421307988,0.8305247033428338,1.0934662772674084,1.2407807735043748,,,0.6068309995095971,inf,,,0.2045362365326903
28,,0.0,0.0,1.554635561191552,1.5061922798565035,0.8738540201436857,1.0284724858638423,1.1162595357564697,,,0.6008849035917525,inf,,,0.19928532050049758
29,,0.0,0.0,1.725060583394945,1.675842438940084,0.9335887838880303,1.3685936702206114,1.2995312064291153,,,0.6284777104787076,inf,,,0.20272145731488966
30,,0.0,0.0,1.6941340382156387,1.5346710788426041,0.8877686604496775,1.421591727767894,1.336115448090591,,,0.6097226960127671,inf,,,0.18786957640804763
31,,0.0,0.0,1.732270335810455,1.6173396585869835,0.8561857766891268,1.1799103736713898,0.9813183189137102,,,0.5947193981915972,inf,,,0.20540669947856927
32,,0.0,0.0,1.36905778668409,1.3213258189467547,0.8043051951450717,1.136453120699431,0.9791943219932389,,,0.6008849035917525,inf,,,0.21488524414541124
33,,0.0,0.0,1.6226125964563738,1.5121328469405237,0.9210779145879198,1.2367622253561532,1.2594526489610947,,,0.5783247308855777,inf,,,0.23891689854660597
34,,0.0,0.0,1.6950661874945723,1.657502317231774,0.840041467255955,0.6232435631835777,0.6495458153353022,,,0.6008849035917525,inf,,,0.25754627653195744
35,,0.0,0.0,1.7091131362413554,1.5746701192054289,0.9425795730561736,0.34255265813599917,0.449502868662383,,,0.585052858160615,inf,,,0.2757916861335033
36,,0.0,0.0,1.5731530800149256,1.5022496938373424,0.9000869188721218,0.46880638388187407,0.4615183219126742,,,0.5783247308855777,inf,,,0.25753363038455324
37,,0.0,0.0,1.347869744226473,1.2164752608016207,0.8047035699828313,0.7872601566658232,0.5456174518523423,,,0.5567373465730988,inf,,,0.2810720439684028
38,,0.0,0.0,1.7044589647746515,1.569966836409071,0.8969849270788767,1.102234102850997,0.8356145122192358,,,0.5978297680564633,inf,,,0.2231367660134144
39,,0.0,0.0,1.5580912919686782,1.5071286015848957,0.8511983868830547,1.4986757888208182,1.4449491282021143,,,0.5713653840954815,inf,,,0.19133769963791955
40,,0.0,0.0,1.681024526815909,1.5806031441193251,0.9220093700710044,1.2896910594736837,0.9904492104525273,,,0.581717464821069,inf,,,0.211740088557495
41,,0.0,0.0,1.702245728223174,1.6460968388577832,0.8907318723835684,0.9460167586420278,0.7305767296033621,,,0.5783247308855777,inf,,,0.22280960583132084
42,,0.0,0.0,1.3887812594432707,1.318728781130588,0.816751150619657,0.7162447775499274,0.6233444763585841,,,0.5490601803369085,inf,,,0.2887877714203435
43,,0.0,0.0,1.4053765029617704,1.362661616326174,0.8509057464711078,0.7290288111330192,0.7273888027566549,,,0.5713653840954815,inf,,,0.2852758066339624
44,,0.0,0.0,1.628037649684839,1.5920298616177435,0.8661619319394129,0.7528195597782048,0.4738261010012059,,,0.6068309995095971,inf,,,0.22908588428713422
45,,0.0,0.0,1.6489769650344277,1.5863537612980632,0.8962020065769626,0.6139162411806787,0.512909136160073,,,0.5604843169999094,inf,,,0.2502694491565655
46,,0.0,0.0,1.7470288172448751,1.7179128410723972,0.8832582382260022,0.508890790031388,0.4021664033379946,,,0.5329562494928909,inf,,,0.24891989912512058
47,,0.0,0.0,1.6709255487436456,1.6529776873881157,0.9192956431852559,0.6354248721678183,0.48509323318378805,,,0.541134803179459,inf,,,0.2268821270756872
48,,0.0,0.0,1.6680139772431706,1.6453999458327084,0.8244303345184624,0.6251107895394337,0.4913203733675233,,,0.5713653840954815,inf,,,0.25961864110979416
49,,0.0,0.0,1.6697396600087362,1.6754444089890992,0.850418905386885,0.7538871053692511,0.6087035580055192,,,0.5713653840954815,inf,,,0.23323826248601554
50,,0.0,0.0,1.7092763213793067,1.679975075373132,0.9251843256427638,0.9505631432684554,0.8715622236957922,,,0.5713653840954815,inf,,,0.22373656703010658
