,bvp+hr_XAp0,bvp+hr_XAp1,bvp+hr_XAp2,bvp+hr_XCond1,bvp+hr_XCond2,bvp+hr_XDist,bvp+hr_XFuzz1,bvp+hr_XFuzz2,bvp+hr_XK2_1,bvp+hr_XK2_2,bvp+hr_XPermEn,bvp+hr_XSamp0,bvp+hr_XSamp1,bvp+hr_XSamp2,bvp+hr_XSpec
0,,0.0,0.0,1.7269558642494034,1.6968700485542503,0.966930320378699,0.15483283700311976,0.38952919015676646,,,0.6468212168108125,inf,,,0.9405395912664826
1,5.065245213371254,-4.862635404836404,0.0,1.597867083420645,1.5566807182295785,0.7690798875043731,4.564052187522193,3.0138114540766976,,,0.6602640781246099,4.992467990140807,inf,,0.8722860407932574
2,5.3717166160623675,-3.849730241511363,0.0,1.2389139089940124,1.2381491806821558,0.7608637394194696,3.4293278060983554,4.947119416914243,,,0.6333676938231112,5.645513566532225,inf,,0.6871824443868978
3,5.169739658718028,-4.135791726974423,0.0,1.6999313407728407,1.6847369442218243,0.658049257079606,3.642684331928115,5.800169338330989,,,0.6468212168108125,5.235864351901487,inf,,0.8570908345824915
4,5.703782474656203,-4.448950330231838,0.0,1.0915666463536198,1.0670431555094142,0.7646544192927663,3.5028751360268373,3.6095726153736902,,,0.6284777104787076,5.952243833954701,inf,,0.6147732106576892
5,5.703782474656201,-0.30420173198166406,0.0,1.590225020278005,1.5611558720825873,0.7584537287556625,2.7788635974969735,3.028816987207458,,,0.6403206450210053,8.63497622707262,inf,,0.8351571503390856
6,5.703782474656201,-0.6084034639633281,0.0,1.5383695890167948,1.5393651651057927,0.6068712713337019,2.8097258071125095,2.4814627764387787,,,0.5567373465730988,7.941829046512676,inf,,0.6206797724011927
7,5.703782474656201,-5.3045177014302665,0.0,1.693401690116338,1.6908693924090779,0.6093666597754549,3.06335642420198,5.860807570955512,,,0.5748741956352443,5.7763531674910364,inf,,0.7530478876654336
8,5.428646846923069,-0.9771564324461525,0.0,1.0771062902066126,1.0455867502663592,0.7174084990853263,3.64111199161902,23.05189412881518,,,0.6333676938231112,7.025538314638521,inf,,0.7206883990062213
9,5.173574876249209,-2.7764851835870754,0.0,1.3912584902710325,1.3515452755330741,0.6807979506283984,3.6729554977612793,2.679738531006594,,,0.6357360191111145,5.697137931937532,inf,,0.7437609740170666
10,5.30386645084502,-3.058562986653962,0.0,1.7075009207039613,1.6900438919719105,0.6941178603435133,3.4769768848050995,4.158776703779968,,,0.648888643467878,5.7411382611999695,inf,,0.7329327999512496
11,5.110253678508884,-5.110253678508884,0.0,1.7083594845365948,1.6819261712001141,0.728569462470654,3.9189677045875766,13.003526062303804,,,0.6425374456860184,4.979459676627806,inf,,0.5167257506590934
12,3.877867008064807,-3.877867008064807,0.0,1.6838552853727058,1.6477056207571703,0.73653333690909,2.0233491400096404,1.037888341374123,,,0.6380535849069913,3.8464433597821643,inf,,0.6416589558949117
13,4.547011433600273,-4.183250518912252,0.0,1.6446224984977196,1.571158723655326,0.7305999687790994,2.0678379061910324,1.487871256397772,,,0.6097226960127671,4.563815000306177,inf,,0.5903698053844318
14,5.454433264834736,-1.3817897604247997,0.0,1.5414096685081693,1.518727628710185,0.5598817251070125,4.094582653624032,7.733408295775624,,,0.6566669596287297,6.753604599154879,inf,,0.7490139701321639
15,5.240104798977864,-1.4875590147145816,-0.5910158888799709,1.608831263677883,1.6001530001316109,0.6029144078311695,2.186583945643022,1.6323771941444192,2.2669197535897645,,0.6403206450210053,6.089444955468186,1.8841327893590702,inf,0.6358732214890355
16,3.8723587670315056,-3.2432128208044397,-0.6291459462270658,1.5674847221865225,1.4886576300949785,0.809596186758933,3.1041478420719146,1.69903672520726,4.41816882932578,,0.6380535849069913,3.8046644871076465,4.106392900738275,inf,0.8220869761645562
17,4.956490630469364,-4.279103577638551,0.0,1.547256520087853,1.4841269539114972,0.727766506447712,3.0076842084754616,3.1322624460917643,,,0.648888643467878,5.051457288616511,inf,,0.6102745728682109
18,4.842302999285099,-4.842302999285099,0.0,1.722584013456637,1.7198736051207772,0.7328283500857548,3.9027938757404375,2.8519536114242894,,,0.6309483474627791,4.775563171916772,inf,,0.6530157399109091
19,4.680847616639692,-2.7148916176510216,0.0,1.6934250454491502,1.6428850662150263,0.8076514786570621,2.9584907047407136,1.8701163356179151,,,0.6547956803312163,5.088596835565967,inf,,0.5907930641590063
20,3.7900504721784563,-3.275294697992675,-0.5147557741857811,1.522118566193491,1.4715162310991445,0.8217608458087681,3.0613806881771457,2.4831700984318203,4.372942092112288,,0.6468212168108125,3.7698485166476035,4.341879566660469,inf,0.5126404002605102
21,5.612877926386042,-1.1412851783651619,0.0,1.6042143386341656,1.548363469542429,0.7070517574341783,3.157132797377016,3.5225849845846593,,,0.6038851895711802,7.173458444715143,inf,,0.7891230529304765
22,4.684753870042032,-4.684753870042032,0.0,1.739097329870513,1.7088286151366563,0.6820196734051593,3.753056966113101,5.928078273022171,,,0.6068309995095971,4.574533216526201,inf,,0.8653851163355792
23,5.103785508084548,-4.304192445151302,0.0,1.6487735730310589,1.6302819518078713,0.6135210927025053,2.6733324124883335,6.064718189686836,,,0.585052858160615,5.250585963726847,inf,,0.5295660834145114
24,5.5550708977360665,-5.092148322924728,0.0,1.7186604671351864,1.5773805151765183,0.7341844928199996,1.997218366041336,1.5548849802941571,,,0.6207552362147116,5.596423956335702,inf,,0.6078265323449551
25,4.871217719767909,-3.994398530209686,0.0,1.6403706916281824,1.6349040081894965,0.610257065310765,2.0276071919408376,2.641847856691995,,,0.468121228110369,5.0106352940962555,inf,,0.8090752447905878
26,4.421897957483948,-4.24502203918459,0.0,1.6442959559716417,1.6042113455240783,0.8004294675274642,4.377178577734191,2.38886108673678,,,0.6447042257417027,4.173387769562553,inf,,0.5820787977619812
27,4.792830479158941,-3.5540352113775002,-0.7435361182683504,1.7525109751887142,1.7361279523904862,0.7414786678381388,3.33265746463475,3.5533955186723536,3.07631091602019,,0.648888643467878,4.7982157061450215,2.945787597037734,inf,0.8494326501881699
28,5.317654759394321,-5.104948569018548,0.0,1.622299196231768,1.5308052437767001,0.7936711553373827,3.565268754193418,2.3353722085433937,,,0.6333676938231112,5.291672823829368,inf,,0.6264107150162007
29,3.846986268744255,-3.846986268744255,0.0,1.694155176714776,1.7085170245997898,0.7910517840901395,4.405105521550408,9.6932752587179,,,0.6425374456860184,3.754070039651149,inf,,0.5751528647581291
