,hr+eda_XAp0,hr+eda_XAp1,hr+eda_XAp2,hr+eda_XCond1,hr+eda_XCond2,hr+eda_XDist,hr+eda_XFuzz1,hr+eda_XFuzz2,hr+eda_XK2_1,hr+eda_XK2_2,hr+eda_XPermEn,hr+eda_XSamp0,hr+eda_XSamp1,hr+eda_XSamp2,hr+eda_XSpec
0,,0.0,0.0,1.4845765686666144,0.8844951697231611,0.959081479667617,0.014032856386997678,0.04224412343473096,,,0.5329562494928909,inf,,,0.15785196867310147
1,,0.0,0.0,1.2394468575392381,0.8034256700416588,0.8667482051873548,0.05833482342025947,0.13622010925044714,,,0.45235697871908603,inf,,,0.16415572562439293
2,,0.0,0.0,1.4762896625943043,1.2356458668032029,0.7687957898512501,0.03695832136708457,0.08671105685721361,,,0.4302020962658841,inf,,,0.1770761025888422
3,,0.0,0.0,1.5646149423421853,1.0752597719607895,0.9202679426324194,0.1264602005800866,0.24569336045579693,,,0.48319206230712763,inf,,,0.1761911608818129
4,,0.0,0.0,1.7727790972045285,1.1711022572997019,0.8932967524602019,0.02586690126949549,0.07119231391509047,,,0.541134803179459,inf,,,0.16356658683663533
5,,0.0,0.0,1.5763014769715398,0.9795461333236897,0.8813996948116851,0.1415392084904707,0.28050931005365987,,,0.43586655696697996,inf,,,0.1788188760552672
6,,0.0,0.0,1.5628542744996223,1.0691487024678827,0.9817079233761012,0.0565460907831761,0.13562253636962124,,,0.468121228110369,inf,,,0.17126562887274902
7,,0.0,0.0,0.48124625913415403,0.42923956439701644,0.9266911420795165,0.05784313948651429,0.14214677526323982,,,0.48319206230712763,inf,,,0.1701929875214735
8,,0.0,0.0,1.7223307460214916,1.0070771429070264,0.9322157545305426,0.018859100197359167,0.05196054559820616,,,0.552929491858785,inf,,,0.16672922570591706
9,,0.0,0.0,1.3555311807157606,1.0159601382824175,0.7192907569168372,0.06183277256210372,0.11836660682221037,,,0.5978297680564633,inf,,,0.16250738093015027
10,,0.0,0.0,1.5942738860321732,1.2485688913123625,0.944739323327941,0.02772884288642676,0.07460367711279521,,,0.5022576003740722,inf,,,0.1703568891048711
11,,0.0,0.0,1.6353693866016328,1.3843007827614326,0.9082009742839466,0.05168009333367632,0.11821159598875591,,,0.5370774965580548,inf,,,0.1748854386175343
12,,0.0,0.0,1.3910022670125337,1.1576341462286681,0.8873668201798423,0.027326020926867145,0.06665760220571737,,,0.5748741956352443,inf,,,0.1635492620175878
13,,0.0,0.0,1.5543075601658067,1.1637969502298742,0.9606754636497041,0.027594880330469012,0.07472238573582002,,,0.5022576003740722,inf,,,0.15819350362176496
14,,0.0,0.0,1.4822302940065426,1.0903155458920761,0.9269515251360442,0.014343546879929262,0.03534820065946351,,,0.5329562494928909,inf,,,0.15668418073247997
15,,0.0,0.0,1.5423159309945567,0.9817752937604577,0.9627848387120869,0.03608169196350083,0.1007000317262296,,,0.5567373465730988,inf,,,0.1547172577581126
16,,0.0,0.0,1.363599025838212,0.985905732530432,0.7745602538461037,0.026080906462766545,0.06947728713087169,,,0.5158180382284114,inf,,,0.17868759710151744
17,,0.0,0.0,1.5459929896241102,1.2845402875955376,0.9115022280421503,0.07706975695360345,0.19032793271185539,,,0.5022576003740722,inf,,,0.17290286912130212
18,,0.0,0.0,1.2283176629620016,1.0315730475610159,0.888053146203276,0.09108542219467364,0.21486585210681552,,,0.49759852643134905,inf,,,0.16683043442033185
19,,0.0,0.0,1.2728859628018032,0.9900995690446794,0.8915230069350467,0.11100043668463352,0.24622500816293083,,,0.47824363442641393,inf,,,0.17904754289398556
