,hr+acc_XAp0,hr+acc_XAp1,hr+acc_XAp2,hr+acc_XCond1,hr+acc_XCond2,hr+acc_XDist,hr+acc_XFuzz1,hr+acc_XFuzz2,hr+acc_XK2_1,hr+acc_XK2_2,hr+acc_XPermEn,hr+acc_XSamp0,hr+acc_XSamp1,hr+acc_XSamp2,hr+acc_XSpec
0,,0.0,0.0,1.2341821692209718,1.111928634975894,0.7928231596242923,0.9852584826306224,0.4928538324571874,,,0.5978297680564633,inf,,,0.24361229910060536
1,,0.0,0.0,0.7514541049341923,0.6813962717553624,0.7494368468880609,0.6519133737543124,0.4692882738245918,,,0.6008849035917525,inf,,,0.2810439917608731
2,,0.0,0.0,1.3522457623897677,1.256042984464318,0.9066326881529942,0.9464939815220851,0.8082853899600944,,,0.6008849035917525,inf,,,0.22492132353970723
3,,0.0,0.0,1.1747962116805315,0.9476335185345547,0.8631786961688175,0.681145013450356,0.5265281441894859,,,0.5370774965580548,inf,,,0.23178535139971262
4,,0.0,0.0,0.5414107911908234,0.49357636548610256,0.7084700412216447,0.4091682222343189,0.30702757802948827,,,0.6153451465759925,inf,,,0.2968439709169235
5,,0.0,0.0,0.9693614478651065,0.8800560974702185,0.8312862793831467,0.785617542999373,0.5099710394314908,,,0.6153451465759925,inf,,,0.2577851181893941
6,,0.0,0.0,1.3742915940943232,1.2978360980310406,0.8949599935278801,1.4274457385865247,1.0897506371373578,,,0.6038851895711802,inf,,,0.22363903804722385
7,,0.0,0.0,1.3602927262817412,1.2944286390411675,0.8662044544187171,1.396472339048841,1.0951678580062505,,,0.6333676938231112,inf,,,0.20999012888708887
8,,0.0,0.0,1.1759235628736888,1.134844140975223,0.7932423790886465,1.619892801557973,1.4351586371938454,,,0.6180765742263259,inf,,,0.22593822466315447
9,,0.0,0.0,1.220854777744447,1.1576218331573336,0.93301827561866,1.6718291783538224,1.8888039827414866,,,0.6038851895711802,inf,,,0.1938565836240521
10,,0.0,0.0,1.340943514690921,1.3024970132812825,0.9112324628549312,1.6093327656579746,1.3684908786428736,,,0.6097226960127671,inf,,,0.21129580947047205
11,,0.0,0.0,1.4972580039871488,1.4441160871102439,0.9315253895005468,1.589824319619692,1.0697845106014878,,,0.5748741956352443,inf,,,0.22087107418349675
12,,0.0,0.0,1.2426081350371463,1.1593280724465078,0.8809294737110218,1.5596094948326145,1.392972725730635,,,0.5883313578629602,inf,,,0.21805324904579332
13,,0.0,0.0,1.12490974361802,1.0931183355484442,0.906922886659019,1.9480950660658938,1.913229497240056,,,0.6008849035917525,inf,,,0.19976012167574952
