,hr+acc_XAp0,hr+acc_XAp1,hr+acc_XAp2,hr+acc_XCond1,hr+acc_XCond2,hr+acc_XDist,hr+acc_XFuzz1,hr+acc_XFuzz2,hr+acc_XK2_1,hr+acc_XK2_2,hr+acc_XPermEn,hr+acc_XSamp0,hr+acc_XSamp1,hr+acc_XSamp2,hr+acc_XSpec
0,,0.0,0.0,0.6649046035147577,0.6146584214843577,0.8244830686796395,0.5904775613332334,0.5753487337595319,,,0.581717464821069,inf,,,0.2388739036121108
1,,0.0,0.0,0.6872658718524962,0.6405335035611813,0.8221358352662841,0.5107438641139186,0.4057544772458208,,,0.5451288209179292,inf,,,0.2637451023774605
2,,0.0,0.0,0.5540156160978841,0.5317270300337271,0.8730321365461311,0.36438976510779275,0.45921609544493985,,,0.5490601803369085,inf,,,0.2486966822649252
3,,0.0,0.0,0.41135099104987727,0.3885463626923917,0.8347155765552082,0.3330281941566034,0.39651871435484,,,0.5978297680564633,inf,,,0.2628757755639994
4,,0.0,0.0,0.6310101199599455,0.49290315196262485,0.8031644208559473,0.5783340053574588,0.618245547438674,,,0.6207552362147116,inf,,,0.2945160095483017
5,,0.0,0.0,0.7766620142386567,0.5473692185774571,0.8011428442354183,0.526003860908333,0.46776716601496193,,,0.6447042257417027,inf,,,0.32434603289812003
6,,0.0,0.0,0.6416192980581462,0.5499291550151445,0.8414177445072781,0.3963292790884532,0.3674683721086467,,,0.5978297680564633,inf,,,0.2750685368459503
7,,0.0,0.0,0.8028774737091164,0.7647354945945054,0.8081070625681867,0.6964267564383309,0.6418864363084534,,,0.6509067234006624,inf,,,0.27976661283880505
8,,0.0,0.0,1.0768322420129002,1.0518807303215338,0.8504988301765822,0.729044181003608,0.6988557438126125,,,0.6153451465759925,inf,,,0.21285807192054637
9,,0.0,0.0,1.061867128701721,0.9930053557330156,0.8337641045142459,0.7556771425630848,0.6524785436983712,,,0.6233814453054027,inf,,,0.2642685704593266
10,,0.0,0.0,0.9741758578115174,0.9034002087104495,0.8250591849354142,0.9531670239451615,0.7105138252212524,,,0.6097226960127671,inf,,,0.24895891684312677
11,,0.0,0.0,1.2610846666074977,1.1835112975780517,0.8995335281011798,1.283762321252764,1.1679628524770624,,,0.6008849035917525,inf,,,0.23826278097563613
12,,0.0,0.0,1.0026253865640244,0.9353189332883313,0.8904273664383363,1.0996333878645133,1.0005112840876762,,,0.6068309995095971,inf,,,0.2611197126584915
13,,0.0,0.0,0.7894593823277014,0.7478723963637426,0.8563160219966889,0.623331350871767,0.5284946997707274,,,0.6233814453054027,inf,,,0.24589650168484253
14,,0.0,0.0,0.5435163264316037,0.49645960585745386,0.7986281202890199,0.4392794340678354,0.4321495953171237,,,0.585052858160615,inf,,,0.25494987709273104
15,,0.0,0.0,0.9922899929374622,0.9486036948816744,0.9190620157205059,0.6616545025035477,0.5905240735302894,,,0.5641709578113449,inf,,,0.2499308940104093
16,,0.0,0.0,1.1138600846920335,1.0310767948845434,0.8983252815776924,0.5854705696466421,0.48392752762730973,,,0.581717464821069,inf,,,0.2424707145478707
17,,0.0,0.0,1.115437365792726,0.6655218975327848,0.8498138357825016,0.7567000305018455,0.5898991105167779,,,0.5783247308855777,inf,,,0.27986512976243616
