,hr+acc_XAp0,hr+acc_XAp1,hr+acc_XAp2,hr+acc_XCond1,hr+acc_XCond2,hr+acc_XDist,hr+acc_XFuzz1,hr+acc_XFuzz2,hr+acc_XK2_1,hr+acc_XK2_2,hr+acc_XPermEn,hr+acc_XSamp0,hr+acc_XSamp1,hr+acc_XSamp2,hr+acc_XSpec
0,,0.0,0.0,0.9805191583431295,0.9241973521839995,0.848231331005079,0.8850376210158646,1.0281030580168729,,,0.585052858160615,inf,,,0.19028768705863686
1,,0.0,0.0,0.7560347320887995,0.7008004297832878,0.8773901280627003,0.8338365082752843,0.9379369026854599,,,0.6333676938231112,inf,,,0.201760225847338
2,,0.0,0.0,0.8879563610833057,0.8689043492703418,0.8381569094376392,0.7207242003087294,0.6728054181858706,,,0.6097226960127671,inf,,,0.2154790408244935
3,,0.0,0.0,0.8187534470737456,0.7050905797274836,0.8464720171478518,0.6371958818453971,0.5295570270894968,,,0.6038851895711802,inf,,,0.26915514333323504
4,,0.0,0.0,0.7872648158152857,0.7245375420147542,0.8976523788325329,0.6859544411695646,0.6472140713674402,,,0.6038851895711802,inf,,,0.2578132009359198
5,,0.0,0.0,0.6960407888925614,0.6224280230858323,0.899948461335616,0.6301993440616784,0.7072232976592927,,,0.585052858160615,inf,,,0.2674555306646069
6,,0.0,0.0,0.7773052524399788,0.6570454957881733,0.8721581022408477,0.6047809609694944,0.5406882135172391,,,0.6207552362147116,inf,,,0.22797000005535456
7,,0.0,0.0,1.199034081277789,1.1138383761598627,0.7989273711593917,0.8947752499260113,0.7917107544117772,,,0.581717464821069,inf,,,0.2578840334185379
8,,0.0,0.0,1.1598997342609387,1.0254132179244795,0.9096540073843824,0.8258478274935951,0.7591942645511344,,,0.552929491858785,inf,,,0.28586785633798534
9,,0.0,0.0,0.8586798115792146,0.7006655160571884,0.8845496310581612,0.5092122501169317,0.4693722396034825,,,0.5677978065141052,inf,,,0.30432638587095945
10,,0.0,0.0,0.4482763600920526,0.40332273891091347,0.5702948355963725,0.19805416771053094,0.1641194871798229,,,0.6038851895711802,inf,,,0.35711615574314065
11,,0.0,0.0,0.35912832231439573,0.31137547433745905,0.8549471626787007,0.1769057129011564,0.20241667224998797,,,0.5883313578629602,inf,,,0.2912418550502343
12,,0.0,0.0,0.7621446300778156,0.7227697578102954,0.9378316711861037,0.5457759658426982,0.5647598626948979,,,0.5978297680564633,inf,,,0.24007246857089054
13,,0.0,0.0,0.5712889717015402,0.492551573221803,0.8193873260072794,0.3266206530949781,0.24906554648740747,,,0.6097226960127671,inf,,,0.28261542121036726
14,,0.0,0.0,0.3303943987535167,0.287623256931882,0.8284160843524034,0.16011839264814268,0.18273135363505374,,,0.6125606311107803,inf,,,0.28332940532481754
15,,0.0,0.0,0.39434724551308725,0.32650825746932416,0.8936633144622956,0.2209579677141248,0.24183069096960783,,,0.6380535849069913,inf,,,0.2885850086115903
16,,0.0,0.0,0.34317766687490264,0.2938086777110369,0.754825240009889,0.16283008287228776,0.12892230893930426,,,0.552929491858785,inf,,,0.33720240903358906
17,,0.0,0.0,0.33129332395610994,0.3198891314411438,0.752223382296954,0.2934718423020658,0.26135807307026465,,,0.5713653840954815,inf,,,0.35053151882157024
18,,0.0,0.0,0.3078199196165713,0.28260217476672,0.772738569667444,0.25908038192195787,0.22124532534331903,,,0.6125606311107803,inf,,,0.3456513695394936
19,,0.0,0.0,0.33106558253853974,0.3174327969369146,0.7856595065729196,0.13217588561978844,0.13340861172121815,,,0.6180765742263259,inf,,,0.2911169874382833
20,,0.0,0.0,0.3658909274990795,0.33043993584330206,0.8343596471609426,0.18955082797181155,0.24549219253533572,,,0.6125606311107803,inf,,,0.2694716312535559
21,,0.0,0.0,0.6375394584638236,0.5961546140862585,0.8782578513323127,0.48815078232239223,0.6093143070882242,,,0.6153451465759925,inf,,,0.25590561070046736
22,,0.0,0.0,0.5686669009589147,0.5088017172607029,0.7519305950951086,0.5397285453479743,0.5224483176045263,,,0.5567373465730988,inf,,,0.3080277120682934
23,,0.0,0.0,0.9004714294908016,0.7630003953854798,0.8698087574961234,0.9388269950024741,0.7592373994700112,,,0.6008849035917525,inf,,,0.2665804744807059
24,,0.0,0.0,0.8832945866726395,0.7814309122510639,0.8580090607331539,1.1312528342389052,1.0830811685737316,,,0.6068309995095971,inf,,,0.29034606201524293
25,,0.0,0.0,0.6571965523088413,0.5618817825909261,0.8513267853636384,0.8222406485886331,0.7668409221357777,,,0.6180765742263259,inf,,,0.29798637257455257
26,,0.0,0.0,0.5276245038036906,0.43336007844541746,0.8872322405087946,0.8152111125199087,0.611249799063243,,,0.585052858160615,inf,,,0.2521150950000806
27,,0.0,0.0,1.33159317518016,1.2353715362304027,0.9067357754110732,0.9600026930361031,0.9170556243675042,,,0.585052858160615,inf,,,0.22525117446427964
28,,0.0,0.0,0.8507934600559718,0.7896003209879306,0.9285884870727485,0.5756667360769362,0.6106970254341136,,,0.5783247308855777,inf,,,0.22225944789483534
29,,0.0,0.0,0.8826355228665138,0.8254854230435593,0.7979226338499874,0.5247927966337569,0.49355576550876534,,,0.6008849035917525,inf,,,0.27698603242231107
30,,0.0,0.0,0.7400062230093971,0.7102457238426132,0.9229395663141585,0.5868129690339474,0.6789407303303597,,,0.5947193981915972,inf,,,0.2566760933882161
31,,0.0,0.0,1.056173488875254,0.9113047465575099,0.8155054454423118,0.7730767198511036,0.6512894160431567,,,0.5947193981915972,inf,,,0.26801444565591015
32,,0.0,0.0,1.4585421979562008,1.398430646983726,0.9259816523330472,1.0965861135536923,0.7560597749886282,,,0.62595550513784,inf,,,0.20166876218251426
33,,0.0,0.0,1.1551842615989023,1.0669820118283968,0.8306456099930905,1.6528619530977249,1.5999273153701123,,,0.6403206450210053,inf,,,0.2234087814036571
34,,0.0,0.0,1.1444679133773437,1.0404083116891445,0.8401989443831305,1.4762779686628316,1.405634613342039,,,0.6153451465759925,inf,,,0.2113080029330309
35,,0.0,0.0,1.3185313638171525,1.2225973711407436,0.89684425610132,1.2942336966419592,1.218768980840798,,,0.5567373465730988,inf,,,0.22430004030433998
