,bvp+acc_XAp0,bvp+acc_XAp1,bvp+acc_XAp2,bvp+acc_XCond1,bvp+acc_XCond2,bvp+acc_XDist,bvp+acc_XFuzz1,bvp+acc_XFuzz2,bvp+acc_XK2_1,bvp+acc_XK2_2,bvp+acc_XPermEn,bvp+acc_XSamp0,bvp+acc_XSamp1,bvp+acc_XSamp2,bvp+acc_XSpec
0,1.8118459346673013,1.2819769296940278,1.4833365781349825,0.27484710300107423,0.2602160040144261,0.6345029208130882,1.2287029427495548,1.5442189621171047,1.5982843991068296,4.676388449309983,0.6509067234006624,1.7522182946075222,1.3907258252936643,2.214887374179258,0.9187932985997675
1,1.8769008479179285,1.5870705469171928,1.0563657561821844,1.7036486957984938,1.6985280166143364,0.6883522668474585,1.144025917215061,1.150108671982464,1.8815071178668517,2.1497597995013833,0.62595550513784,1.8739823294858877,1.5242195431964694,0.9618458552727496,0.904157800448819
2,0.8567029144072182,0.5158761901643198,0.4983787892801754,0.14054012242578456,0.08846156392445245,0.3158954703087146,1.4415310520685658,1.7442137625181025,0.7184721091150897,0.7402999967295324,0.6038851895711802,0.8203746750443286,0.5508340486575213,0.5205184213125873,0.9771328468393166
3,1.5508807505578757,1.3072142327527212,1.7973693109356699,0.1711888577982404,0.14398460804551033,0.5887257827757827,1.7943770633543188,1.9344555742757832,1.6027093214117325,1.9509597911779244,0.6740851607140061,1.5197495661705698,1.3814809350604709,1.9256953107964125,0.9639754196589052
4,2.0954023855712003,1.6335358653681133,-0.9245741635838112,0.29997797586387004,0.28774581504318963,0.580276160718905,1.961331206017341,2.1683646006666324,1.8136357345317196,2.958792214593709,0.6233814453054027,2.0784642416153765,1.7342163204805063,2.105946661059833,0.9456296192756501
5,1.5951756734129154,0.958388149992973,-1.0280241291727146,0.9048751202029772,0.8900446687082229,0.8262935667999908,3.309413248849883,2.342409143662431,0.8841997970176932,0.585744161405536,0.6447042257417027,1.456240067362114,0.7283644786180032,0.3007021838292229,0.918859218417798
6,1.9688098930718625,0.22470254150293778,0.2791873260277731,0.8425251954472132,0.8257823297135588,0.6957336690260928,2.7988135822232993,2.9098843998195476,1.5122730350037046,1.3175908600440873,0.6547956803312163,1.6585698016515529,1.3002949526899121,1.0746983356207767,0.9380576737308025
7,2.0804434696208167,1.702507101870041,-1.538828614729983,0.2882708895382611,0.27518370779760626,0.5952332340728543,2.547474767929739,2.590635978491216,2.1745831174688046,2.5929615002761786,0.6038851895711802,2.0416748765952537,1.9013802380806208,2.2280678718065783,0.9328141147548964
8,1.5545692505420803,1.2907485218208192,1.2678368143105736,0.7484360435938651,0.751699792112729,0.43452075021093806,2.5232531835418404,2.4963636491841674,1.5435316080844925,1.827297851665676,0.6584896970785714,1.5479247965565504,1.2809756392515135,1.2548339473020216,0.9117641038541248
9,1.748081756778188,1.2061839379326755,-0.01097251457003523,1.0126965670220296,0.9534066951371163,0.8098284153096219,3.628826628493311,2.9264607664214557,1.6056201234143173,1.0086402011886904,0.6380535849069913,1.6990587517170193,1.3666192280791951,0.7080334098344195,0.9289989199427838
