,bvp+acc_XAp0,bvp+acc_XAp1,bvp+acc_XAp2,bvp+acc_XCond1,bvp+acc_XCond2,bvp+acc_XDist,bvp+acc_XFuzz1,bvp+acc_XFuzz2,bvp+acc_XK2_1,bvp+acc_XK2_2,bvp+acc_XPermEn,bvp+acc_XSamp0,bvp+acc_XSamp1,bvp+acc_XSamp2,bvp+acc_XSpec
0,1.3184632255897661,0.8897113850666931,0.7665393128350368,1.1000693955883751,1.0900026115135129,0.8176150111831773,3.632926638541107,3.4955994073866865,1.0322027377262426,0.8480231265077448,0.6380535849069913,1.3084694956565852,0.8624053063568521,0.677971209054229,0.9027734481066189
1,1.2868584238475065,0.6880004808506448,0.4725863680605933,0.8466744011749237,0.8429808373318363,0.8129391992930519,3.13360039620162,2.6370021528562226,0.766154978268839,0.6144902207683306,0.6566669596287297,1.273045044041827,0.6186821009726098,0.4475219323512002,0.8445098484526268
2,1.3515745563194228,1.0900573068538586,0.39830107027427397,0.8797965924205359,0.8667345158002131,0.8163395137622277,3.324694526401547,2.528832605613685,1.0153826507566925,0.8843877256871199,0.6602640781246099,1.3146561028670964,0.9215172246076977,0.6178665011739802,0.9294169943397999
3,1.7539716511699066,1.2814855543645864,0.4099686332148864,1.1129894380284875,1.0782135841811433,0.8200183777213031,3.9692854046928647,3.8097089548675767,1.2511018457981653,0.8486514214237364,0.6233814453054027,1.7406228537806754,1.1495489241128232,0.6806283881548368,0.9302915928111127
4,1.7971619960541245,1.7515594161995973,-0.8848224080674583,1.4283987631050334,1.4119662806076798,0.8070732929984346,4.605209573349521,4.209882290771699,1.9891064148250601,2.486940155986191,0.6125606311107803,1.776476845696898,1.6851785050023713,1.3139078212175028,0.9087713768994355
5,1.7720543773103137,1.3267010804445685,0.448066824489719,1.3292567429732711,1.3075857787939629,0.7573858321321622,3.8656995162093652,3.9160831347230816,1.4830923086410506,1.5234221948691662,0.6068309995095971,1.7296614236298438,1.2565606599231551,1.191504087608153,0.8826692995559339
6,1.7790344373300662,1.302118969945027,0.863647732821303,1.1403767924856965,1.1331245413695858,0.7825986276165535,4.013904171093859,3.7909765117069787,1.4070728525064424,1.5680853201430982,0.663668482632973,1.7584536505215824,1.1737823114732813,1.1190491107667901,0.9095972530323484
7,1.686029255486053,1.843874975419211,1.1584935494900837,1.15674320684084,1.1563049796127027,0.74461537694429,4.490309920265058,4.412323877736913,1.9927440667399579,2.006435281132536,0.6153451465759925,1.684580607763445,1.7415927599688874,1.493707563095459,0.9555368324424618
8,1.6237626566545902,1.086498658414908,0.638107328581667,1.1625537823084393,1.1213210279982861,0.8229725006336448,3.8689623014654844,3.7706143182681897,1.2712072600816764,0.8291140512722589,0.6684167106117298,1.6197127403751985,1.0432047706196719,0.6524080315933211,0.9451069393424918
9,1.5026707030800004,1.1100841311476446,0.6164224650479682,0.9471333822794297,0.9323772095084311,0.769170679901371,3.467949657211225,2.436153411902858,1.1869614199403613,1.1127529864291328,0.6097226960127671,1.480653881832686,1.0360874914753329,0.7669693128984696,0.9299120086508934
10,1.9335919281970815,1.4782935717571706,1.447579717377553,0.8194407044291959,0.7853898534641109,0.8589906462621821,3.8671477859049985,5.133855383393208,1.652375253734622,2.215005430319398,0.6038851895711802,1.93209490935495,1.468436027764045,1.5854117443868894,0.9370156142761166
11,1.5715692829671535,1.2004813730348505,0.7160307599514066,0.8308659921884254,0.8012948553857255,0.8145208578760694,3.21653125160101,4.262006415747921,1.3146553385123112,1.2068268433601839,0.6357360191111145,1.5594844040480125,1.1449058362227102,0.9708054867572911,0.9445783760139195
12,1.4883910215169802,1.1633669155654407,0.8090627328025812,0.850222864961924,0.8442393328467538,0.6422619932918063,3.756292561533023,3.828249853064822,1.271886695723296,1.1620528915837869,0.6528756675646988,1.4758787424175954,1.120928279868633,0.948260729795629,0.951658430899527
13,2.117383923069988,1.4830101329247638,0.7332221982083169,0.7673602339231035,0.7415528881878001,0.7550242967866906,4.381970726993794,4.146239581869588,1.7071109416897234,2.0535585484924983,0.6602640781246099,2.112056564966341,1.4690652488900473,1.1455884566657986,0.9373783085008166
14,1.6101635096600064,1.1601220350529966,-0.12013824591753064,0.9405018587662151,0.9248317026069239,0.7523477704803909,3.644034538797375,3.2878147587619333,1.0190562806364287,0.720617506363201,0.6652988471865258,1.5767556222742596,0.9206285490248534,0.5580981066606521,0.9025555259829017
15,1.5679502624059989,1.1462093026419584,0.4207154794878183,1.1989538302495886,1.164617515456853,0.744947297719107,3.731795132541958,3.674453070353425,1.1243027783915942,0.7858265286550321,0.6713451011121618,1.5199019471232456,0.9858879135811789,0.6258894191336212,0.878413062288207
16,1.8529805064652127,1.4934335830545067,0.40055759337072416,1.2966737773671027,1.284103861078655,0.7577109736338207,4.019562987717291,4.336233565918104,1.6173342405031457,1.3852841031270051,0.6447042257417027,1.839060742346068,1.4209264707645637,0.98906373887245,0.8569219364317182
