,acc+eda_XAp0,acc+eda_XAp1,acc+eda_XAp2,acc+eda_XCond1,acc+eda_XCond2,acc+eda_XDist,acc+eda_XFuzz1,acc+eda_XFuzz2,acc+eda_XK2_1,acc+eda_XK2_2,acc+eda_XPermEn,acc+eda_XSamp0,acc+eda_XSamp1,acc+eda_XSamp2,acc+eda_XSpec
0,3.2987349930427294,0.09684792811220566,-1.2198445145343042,1.3263793338280783,1.2506624923606602,0.46277994096963504,0.37215929484620125,0.277027804687058,2.0810809481700754,1.8098632728232993,0.6038851895711802,3.2127833108690433,1.8632797885496675,1.5779116587873263,0.2861191813329695
1,5.114825901029809,-4.228256078184642,0.0,1.5668325618107741,1.5276060772023434,0.5839549816500218,0.22891373703460274,0.26755524733848124,,,0.6207552362147116,5.20502943212448,inf,,0.270086723745195
2,3.849745257317474,-1.79072216057435,-2.0016698066105194,1.549950279207971,1.5541505798401214,0.5371075543106578,0.4050478112899264,0.36267442842054354,3.6328557774797523,2.883671584125601,0.581717464821069,3.7790473227373464,2.946386399450836,3.58351893845611,0.2669133123518803
3,3.3516867890387103,-1.6093309183452014,-1.1688229693674619,1.6684079024466343,1.5333640402136919,0.5904477644609349,0.4211187010597496,0.30326391071235875,3.3157387012780117,1.4568858616509732,0.6333676938231112,3.2893578999066198,3.0493028471855506,1.667706820558076,0.2806003419966499
4,3.5846095750681775,-0.03951568479417844,-3.545093890273999,1.716296449224099,1.6956521270328118,0.4644614071470885,0.20991090241212598,0.19100108585788805,2.8285973979257455,,0.6097226960127671,3.4306261923529675,2.451485817827651,inf,0.28144628641657365
5,3.8566488466739157,0.15062786753249524,-3.321404371812843,1.4149597198525306,1.4028138122383016,0.6827546206502181,0.25508097911098104,0.23568380254657945,2.0852262120029996,2.5077652782589808,0.5915533975974677,3.582319657880628,1.7545075634292844,1.822242485953131,0.2653739910321995
6,2.998082171433913,1.647463992681343,-3.8351123251322603,1.6538619025027825,1.5473091393426768,0.6950016054865138,0.5345007717837666,0.43057740429786795,2.0907393179059697,3.777489460147697,0.5713653840954815,2.9610088374956054,1.8926227077909856,2.68273239311792,0.2739427103922164
7,1.9225513747963616,1.333948399899877,1.3696116925250283,1.2689094448015363,1.255835725311791,0.5475774252297516,0.8405441660920271,0.5690322735774561,1.539445039332801,1.973234248933954,0.6284777104787076,1.9205023451207806,1.3319877163801828,1.3209661489976003,0.245448172896783
8,1.860843435086209,1.3289710626538762,0.8436074002673224,1.4962178816686365,1.5016672461113065,0.5939669011285276,0.9999026982200006,0.7165146198174079,1.5521982857139647,1.0648156252094072,0.585052858160615,1.859467452252132,1.317520279913816,0.8447261390212453,0.24116976218365194
9,2.0591393443599375,1.4424398854613272,1.0086380133968937,1.425836214257279,1.3963768322354115,0.6757200782614838,0.8844957395821127,0.679972377125328,1.6126801355612772,1.4075277260016348,0.6125606311107803,2.0532108171973147,1.4259481059345525,0.9881835570608964,0.2342646754768213
