,acc+temp_XAp0,acc+temp_XAp1,acc+temp_XAp2,acc+temp_XCond1,acc+temp_XCond2,acc+temp_XDist,acc+temp_XFuzz1,acc+temp_XFuzz2,acc+temp_XK2_1,acc+temp_XK2_2,acc+temp_XPermEn,acc+temp_XSamp0,acc+temp_XSamp1,acc+temp_XSamp2,acc+temp_XSpec
0,,0.0,0.0,1.7523649884150772,1.7455090121233248,0.39791206940551715,0.036622043807438096,0.027591088605337183,,,0.45235697871908603,inf,,,0.27224683435897207
1,,0.0,0.0,1.4697447783513191,1.423172250389977,0.39032084858227706,0.1463224872799991,0.08765751160434268,,,0.41268473150466,inf,,,0.27412246885964436
2,,0.0,0.0,1.4384942113654131,1.4305067004848404,0.38987125568829295,0.14867152294591074,0.08712348442586776,,,0.5158180382284114,inf,,,0.28135004313501183
3,,0.0,0.0,1.4913843797810542,1.4622987593481906,0.09635751950881409,0.024252495535261657,0.01725602577396037,,,0.47824363442641393,inf,,,0.3268794195330077
4,,0.0,0.0,1.6867758943039786,1.6867392280195777,0.167583788070377,0.029808565160090273,0.021240325846717048,,,0.47824363442641393,inf,,,0.3729737536918769
5,,0.0,0.0,1.7241469377854326,1.729794587880854,0.2601289894886256,0.038034974622653685,0.03299110474320535,,,0.44144624493110796,inf,,,0.32496042148237525
6,,0.0,0.0,1.7308882753340855,1.7435103694840473,0.25344453414929097,0.03357831365646274,0.02986091800950303,,,0.48319206230712763,inf,,,0.28946249057172607
7,,0.0,0.0,1.5557610463391607,1.5575724036755028,0.351826547316052,0.10494465520448668,0.07799646576853643,,,0.5202020156036558,inf,,,0.30101355350182135
8,,0.0,0.0,1.6025370578734501,1.5831297939594753,0.3656546430501724,0.1414504940220028,0.10237614447985013,,,0.5490601803369085,inf,,,0.2853328012716184
9,,0.0,0.0,1.5980562821715294,1.5551426778603727,0.17229888625492223,0.07021273847764267,0.05852149746026575,,,0.5202020156036558,inf,,,0.29259297850149724
10,,0.0,0.0,1.6405286025997132,1.6180936027924295,0.31937675195966947,0.13041286664133966,0.09432627662841597,,,0.4732203808476458,inf,,,0.2806905368088064
11,,0.0,0.0,1.5827380750710351,1.612538654526129,0.4465071412526692,0.17363793497483165,0.12998412066842757,,,0.4732203808476458,inf,,,0.28641289361661326
12,,0.0,0.0,1.6723025411675005,1.6521836761311213,0.4919913213227298,0.2594141618245885,0.1734859290826371,,,0.48319206230712763,inf,,,0.27552711113457384
13,,0.0,0.0,1.1973629496978777,1.173243788354402,0.48876357932805176,0.46949743720426684,0.237363492860303,,,0.4576907132971797,inf,,,0.2576849225202421
14,,0.0,0.0,1.5029997356502105,1.4654822995660053,0.562346339168726,0.47345154411551615,0.2686147102030512,,,0.42445136339222655,inf,,,0.23920556827386044
15,,0.0,0.0,1.458076050425069,1.4309523597793508,0.6310204977781545,0.44109484205433164,0.29548363284148704,,,0.4880666971167561,inf,,,0.24470637934886835
