,acc+temp_XAp0,acc+temp_XAp1,acc+temp_XAp2,acc+temp_XCond1,acc+temp_XCond2,acc+temp_XDist,acc+temp_XFuzz1,acc+temp_XFuzz2,acc+temp_XK2_1,acc+temp_XK2_2,acc+temp_XPermEn,acc+temp_XSamp0,acc+temp_XSamp1,acc+temp_XSamp2,acc+temp_XSpec
0,4.8781833587809205,-4.8781833587809205,0.0,1.314078886847449,1.2442189794885554,0.5809819766793825,0.7399420277761641,0.2794723840168949,,,0.4629450596409901,4.859345846550029,inf,,0.2768599605019918
1,3.4067552072850145,1.4860630313053216,-1.126618853215958,1.5203471695787985,1.3718853669993738,0.5504566370986493,0.618672495506549,0.20742006976368765,1.5161106331721133,1.3043929604677154,0.5451288209179292,3.4031993843328285,1.339956544629166,1.3812052916124193,0.25542010357188394
2,3.871040864145166,1.0477736600484038,-4.91881452419357,1.6379163223673998,1.496783290955194,0.5254384922942992,0.5974862946411883,0.326243388307608,1.893793451035056,,0.49759852643134905,3.861646798103079,1.714035673925806,inf,0.2668808128418644
3,,0.0,0.0,1.5732476098271795,1.5202945404875503,0.4802735557534585,0.22860007540756203,0.2332180579613593,,,0.42445136339222655,inf,,,0.2612556794590541
4,,0.0,0.0,1.2559154243276884,1.243464325726238,0.6884217907932051,0.20645175844868383,0.22457532803318203,,,0.4928685327679205,inf,,,0.23043988094271625
5,,0.0,0.0,1.7563741225015996,1.7259530109723826,0.7603887410812761,0.3503538838278316,0.37707680712427233,,,0.48319206230712763,inf,,,0.2347021133697686
6,,0.0,0.0,1.382254110623908,1.3292621427830635,0.6856753768346298,0.5370260349125308,0.5028050455928751,,,0.41268473150466,inf,,,0.21322004458869842
7,,0.0,0.0,1.6917636779218372,1.607094702480653,0.7666540967141715,0.5691575294379735,0.48081588933642183,,,0.4732203808476458,inf,,,0.23223800990582794
8,,0.0,0.0,1.2290490519393984,1.1928993941317507,0.5641100353778201,0.28312430584755255,0.25172111154877846,,,0.45235697871908603,inf,,,0.23811104849188064
9,,0.0,0.0,1.4227960004194053,1.2596595850730896,0.41374517682890877,0.3143169189077583,0.17628066024395028,,,0.45235697871908603,inf,,,0.2716919927665178
10,,0.0,0.0,1.6919696759949083,1.4964343323093892,0.3394278001595796,0.23655911250069667,0.08886514176532045,,,0.5113665138247345,inf,,,0.27819688712287266
11,,0.0,0.0,1.736625988022118,1.6856720947542008,0.9017077807525368,0.003339964856472224,0.004396389553256278,,,0.49759852643134905,inf,,,0.17069177236081676
12,,0.0,0.0,1.6058009147769308,1.5836040296729958,0.839457336740942,0.003345587873097226,0.004394404955005059,,,0.48319206230712763,inf,,,0.16781875909920682
13,,0.0,0.0,1.612048363416747,1.6133493219709638,0.8673719454264397,0.004220986278118026,0.0050696047109790275,,,0.4928685327679205,inf,,,0.17066975539080864
14,,0.0,0.0,1.6882857331793772,1.630507126751943,0.8510908762746141,0.003850060485136599,0.0045625190479115394,,,0.41861278947482794,inf,,,0.1696806318045846
15,,0.0,0.0,1.4851856284281262,1.4779781366372753,0.21786980947386797,0.03005288520731222,0.01169506039524509,,,0.4880666971167561,inf,,,0.3622028514019727
16,,0.0,0.0,1.7757311087504324,1.7611666065271425,0.28724524831860776,0.03140936735513548,0.010597208621096255,,,0.4928685327679205,inf,,,0.3615973954195049
17,,0.0,0.0,1.5672922129205826,1.5654572242901814,0.1342542405730753,0.03270257023507558,0.009215566834992993,,,0.5022576003740722,inf,,,0.3780030379550968
18,,0.0,0.0,1.7470736307702797,1.44223622586408,0.9357729370993688,0.004540218211038304,0.007003209839195589,,,0.5567373465730988,inf,,,0.17776514493284643
19,,0.0,0.0,1.540234697348509,1.4111890924016341,0.9301637081157736,0.005824177489464071,0.008646556260023034,,,0.48319206230712763,inf,,,0.2027728167164088
20,,0.0,0.0,1.5946112036939408,1.1257055619833851,0.8886810662127421,0.0055416628991796215,0.007889146484385094,,,0.468121228110369,inf,,,0.1645559411523016
21,,0.0,0.0,1.52731126302856,1.3484790304686622,0.8002822156780928,0.0036117093481531234,0.005671462909271183,,,0.5158180382284114,inf,,,0.16375244851720597
22,,0.0,0.0,1.6851587628360907,1.6607472990503374,0.2693944594669741,0.03341954403937093,0.01027755232658744,,,0.5451288209179292,inf,,,0.32462154031646545
23,,0.0,0.0,1.5904792859798564,1.6076082456093894,0.12703952138476005,0.03045019416655567,0.016361482541224565,,,0.524519217297268,inf,,,0.33699274397080853
24,,0.0,0.0,1.7449557209876598,1.4416860299703624,0.8693738111712973,0.005596802047530196,0.006673363366107792,,,0.47824363442641393,inf,,,0.17078791676279323
25,,0.0,0.0,1.730898265596371,1.2715121848447049,0.8813580285944064,0.004285608128052722,0.0059843220238593045,,,0.5604843169999094,inf,,,0.20164860790782269
26,,0.0,0.0,1.6027587350418884,1.4868564627835872,0.4772975088688497,0.5261806386073525,0.33449251095949595,,,0.5068466436745385,inf,,,0.26030200346573373
27,,0.0,0.0,1.6550140494326928,1.6644081853423758,0.5601803701374996,0.28253302098316635,0.20733677106532927,,,0.4880666971167561,inf,,,0.24693260438957862
28,,0.0,0.0,1.5122667195499708,1.3480038196410802,0.6299346112048168,0.4642864739027048,0.32452925299104857,,,0.5113665138247345,inf,,,0.2328323363536526
29,,0.0,0.0,1.610938161597333,1.5038964452610635,0.5583819538242585,0.5140015628967526,0.3480399900530897,,,0.44144624493110796,inf,,,0.2297493774971979
30,,0.0,0.0,1.5653792784109406,1.5276638036868468,0.5566950719238573,0.22106756444382736,0.24433208483772298,,,0.524519217297268,inf,,,0.22892998337325512
31,,0.0,0.0,1.7032001462053938,1.6389841224122161,0.6656417961120058,0.3642046202921971,0.2926901590291307,,,0.48319206230712763,inf,,,0.2517727279602544
32,,0.0,0.0,1.5956434364022751,1.5417471476208497,0.6932829365432556,0.5335343338940095,0.46212234942616626,,,0.5490601803369085,inf,,,0.21402684430830363
33,,0.0,0.0,1.7603483692004884,1.6940415809404814,0.717252080153504,0.5817721131248907,0.4293279586702503,,,0.48319206230712763,inf,,,0.22261576855673873
34,,0.0,0.0,1.5992263684049834,1.605528883638989,0.7403058320246532,0.775234226486198,0.49129230370882493,,,0.5113665138247345,inf,,,0.21786309064366643
35,,0.0,0.0,1.7012480856997794,1.6523300743032554,0.7364843667421387,0.9865528569807911,0.6564828417372183,,,0.42445136339222655,inf,,,0.21299507347890675
36,,0.0,0.0,1.7109346086466708,1.6549500138061177,0.7423339148503981,0.7212444832950529,0.35731527339581226,,,0.47824363442641393,inf,,,0.2391966953800403
37,,0.0,0.0,1.3655705518541696,1.313351993784524,0.6354556428774487,0.8343934139735717,0.4724977030729939,,,0.524519217297268,inf,,,0.22242330297146104
38,,0.0,0.0,1.4215845377593654,1.3483433339102575,0.7560093747735469,1.0573940828219666,0.8083451410070608,,,0.524519217297268,inf,,,0.22662603901047088
39,,0.0,0.0,1.6049282410794503,1.4944722733931057,0.6702088417598392,0.7330980602823154,0.4098845045321243,,,0.5202020156036558,inf,,,0.21304489050054698
40,,0.0,0.0,1.5418894555711464,1.4833458406360644,0.6024458417451195,0.5796618657134299,0.36454751253965967,,,0.3943459996787778,inf,,,0.2528208656007862
41,,0.0,0.0,1.3483113516785021,1.299776138497371,0.6716079720598102,0.6881977493906714,0.46599734862014375,,,0.4880666971167561,inf,,,0.21970636312233663
42,,0.0,0.0,1.710737151036534,1.6900740021644982,0.7600366034290211,0.594899117128216,0.42630268954619477,,,0.42445136339222655,inf,,,0.23861083419303522
43,,0.0,0.0,1.6830896858412197,1.6745893683426785,0.726456431463624,0.39419570164262946,0.27172412697502213,,,0.468121228110369,inf,,,0.23731001177579256
44,,0.0,0.0,1.5977063464218524,1.566230585534965,0.5776087309402647,0.30340606212127996,0.19864695642978486,,,0.5158180382284114,inf,,,0.2563640838280763
45,,0.0,0.0,1.6073295151372933,1.589136761940943,0.49133996977701533,0.23265970960956758,0.16255649288386131,,,0.5202020156036558,inf,,,0.26200572333720795
46,,0.0,0.0,1.6448066481219583,1.6394288103123984,0.46584373355484066,0.18047121486591536,0.131422979567872,,,0.42445136339222655,inf,,,0.26493903321639994
47,,0.0,0.0,1.6684549961181505,1.661319764899311,0.6175542889987757,0.23420769881260894,0.1648215299838567,,,0.5202020156036558,inf,,,0.27519604397191694
48,,0.0,0.0,1.638777617197597,1.6047431101596572,0.49180407335605514,0.2791771636704035,0.20671794929502696,,,0.5068466436745385,inf,,,0.25480740363698867
