,hr+bvp_XAp0,hr+bvp_XAp1,hr+bvp_XAp2,hr+bvp_XCond1,hr+bvp_XCond2,hr+bvp_XDist,hr+bvp_XFuzz1,hr+bvp_XFuzz2,hr+bvp_XK2_1,hr+bvp_XK2_2,hr+bvp_XPermEn,hr+bvp_XSamp0,hr+bvp_XSamp1,hr+bvp_XSamp2,hr+bvp_XSpec
0,,0.0,0.0,0.8964034014498237,0.8265047006681588,0.6382286259385743,2.9130553616129613,3.099122850049223,,,0.6380535849069913,inf,,,0.9273876440219729
1,,0.0,0.0,0.8019902936823141,0.7694108816349762,0.7555467337893355,2.773924047711293,2.305576334495506,,,0.6380535849069913,inf,,,0.9313068975932212
2,,0.0,0.0,1.3690668677650888,1.3750070783785224,0.8140086979961617,3.0189624566799895,2.3987917690421314,,,0.663668482632973,inf,,,0.9138886945127128
3,,0.0,0.0,1.015168268833335,0.9855585641718718,0.7354981800286616,2.889489605947153,3.152010802014607,,,0.6509067234006624,inf,,,0.8991147497059018
4,3.4011973816621555,-0.011337324605540518,0.0,0.6819162226689168,0.6476686696379633,0.6900306648339006,2.9132805302509794,2.9940694096206486,,,0.6584896970785714,9.104979856318357,inf,,0.9416372331208213
5,,0.0,0.0,1.3512265800860268,1.342298644105891,0.8430474594717473,3.100136506205022,2.15679159879686,,,0.6528756675646988,inf,,,0.9474624529729083
6,,0.0,0.0,1.2771436434951489,1.2718095525885373,0.837160169850134,2.932002363857095,3.2079488256294355,,,0.6584896970785714,inf,,,0.9398145605902976
7,,0.0,0.0,1.1607981985273415,1.142265889123054,0.7721000875765386,3.1604817024962144,5.130061098255242,,,0.6468212168108125,inf,,,0.9265341774189526
8,0.8835009090511642,-0.0029450030301705473,0.0,0.9705805641968233,0.9538603720512877,0.7129599800083483,3.267594584815741,4.053695761348978,,,0.6380535849069913,6.587283383707366,inf,,0.8334843522841135
9,,0.0,0.0,1.1066747264505064,1.0744989799850584,0.774797055059438,2.9835968622683438,2.559162371455482,,,0.6584896970785714,inf,,,0.8900641834848305
10,2.4668371264800637,-0.016445580843200424,0.0,1.011107091144995,1.0130739667949453,0.7908957060344749,4.077655679336962,5.918313479982682,,,0.6584896970785714,7.4757393165880766,inf,,0.7096245790752351
